experiment,time,CO2_ppm,A_zsat,I_zsat,P_zsat,A_zcc,I_zcc,P_zcc,A_deep_CO3,I_deep_CO3,P_deep_CO3,A_deep_DIC,I_deep_DIC,P_deep_DIC,A_deep_TA,I_deep_TA,P_deep_TA,H_DIC,H_TA,deep temperature,surface temperature,high-deep mixing (Atlantic),high-deep mixing (Indian),high-deep mixing (Pacific),thermohaline circulation:,thermohaline upwelling (Atlantic),thermohaline upwelling (Indian),high-lat PO4 export constant
control,96100.0,280.269901127848,4667,3467,2930,4907,3750,3439,105.49469864844124,83.2822435083562,74.9204030324813,2208.1450071135528,2287.442212207531,2342.5054377930824,2343.1410932963963,2379.2442598073326,2415.530177204118,2140.624932675625,2323.120882943746,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,96200.0,280.26993919400644,4667,3467,2929,4907,3750,3439,105.49468533541967,83.28224185853824,74.9194835972441,2208.1447861454985,2287.442058570538,2342.50352217076,2343.140859150019,2379.2441101186228,2415.5265045849924,2140.6241216291774,2323.119875890909,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,96300.0,280.2699370992027,4667,3467,2929,4907,3750,3439,105.49467666876778,83.28223931333346,74.91969635954963,2208.1446097762105,2287.441905671764,2342.503798197042,2343.1406758943854,2379.243959537758,2415.5272077683576,2140.6241041952094,2323.1198730963624,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,96400.0,280.2698882668431,4667,3467,2930,4907,3750,3439,105.49467791754203,83.28223888580922,74.91997248358042,2208.1444879064625,2287.441767768149,2342.504189694193,2343.140561688891,2379.2438272695717,2415.528131911012,2140.624177979438,2323.12000689874,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,96500.0,280.26980205922376,4667,3467,2930,4907,3750,3439,105.4946890453444,83.28224212757831,74.92021009143068,2208.1444043223137,2287.4416480744508,2342.504513582264,2343.1405009309324,2379.2437192803,2415.5289134129507,2140.6242330830296,2323.1201405698043,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,96600.0,280.2696862386079,4667,3467,2930,4907,3750,3439,105.49470968039836,83.28225005161735,74.92041503629255,2208.144347874268,2287.441546958842,2342.504780804687,2343.140482327105,2379.2436378185957,2415.529575935733,2140.62427647744,2323.12027818238,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,96700.0,280.2697249413912,4667,3467,2929,4907,3750,3439,105.49469652750165,83.282248909822,74.91949475772425,2208.144127057453,2287.44139442187,2342.502864064743,2343.1402485967983,2379.2434901313623,2415.5259005102043,2140.623464436057,2323.1192695349946,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,96800.0,280.2697235496936,4667,3467,2929,4907,3750,3439,105.49468789698716,83.28224672912832,74.91970671291067,2208.1439505780063,2287.4412422712,2342.503139144415,2343.140065296237,2379.2433409469995,2415.526601317189,2140.62344595851,2323.119265050371,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,96900.0,280.269675463306,4667,3467,2930,4907,3750,3439,105.49468908266672,83.28224654277604,74.91998223311887,2208.143828393024,2287.4411048145785,2342.503529820046,2343.139950680769,2379.2432095566664,2415.5275234154446,2140.6235186841477,2323.11939711784,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,97000.0,280.2695900277901,4667,3467,2930,4907,3750,3439,105.494700069151,83.28224992120481,74.92021929375018,2208.143744336372,2287.440985314541,2342.5038529736144,2343.1398892293105,2379.24310200753,2415.5283031221206,2140.6235727339413,2323.1195290440637,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,97100.0,280.2696524667802,4667,3467,2929,4907,3750,3439,105.49467773350692,83.28224353767544,74.91932556186181,2208.1435024644397,2287.4408149457718,2342.501982472635,2343.1396197121207,2379.242927456869,2415.524724548851,2140.6227620360505,2323.118507718708,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,97200.0,280.26966917337694,4667,3467,2929,4907,3750,3439,105.4946605726822,83.28223576874494,74.91955937767727,2208.1433089539564,2287.44064603425,2342.502295403032,2343.1394055865376,2379.242751783664,2415.5255049142747,2140.6227399320883,2323.118488147488,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,97300.0,280.26963453488435,4667,3467,2929,4907,3750,3439,105.4946540377742,83.28222993348211,74.9198528535345,2208.1431724737604,2287.4404931213267,2342.5027167883536,2343.139264144529,2379.242595038237,2415.526491982737,2140.622807244146,2323.118605867337,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,97400.0,280.2695588036241,4667,3467,2930,4907,3750,3439,105.49465821591046,83.28222782680243,74.92010461879899,2208.143076257048,2287.440359581434,2342.503064692417,2343.1391794650626,2379.2424637955155,2415.5273245194417,2140.6228559712345,2323.118725830547,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,97500.0,280.2694505151608,4667,3467,2930,4907,3750,3439,105.49467279668,83.28223064537684,74.92032110194306,2208.1430089304217,2287.440245883045,2342.5033510918106,2343.1391401445985,2379.242360744197,2415.52802826346,2140.6228940482447,2323.1188527616127,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,97600.0,280.2694944514571,4667,3467,2929,4907,3750,3439,105.49465449217617,83.28222477057288,74.91941020888996,2208.142778893724,2287.440082088929,2342.501449583538,2343.1388888231872,2379.242193433095,2415.524386014873,2140.6220781154343,2323.1178364918105,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,97700.0,280.26949651686607,4667,3467,2929,4907,3750,3439,105.49464157919812,83.28221831196751,74.91962979244913,2208.1425947871826,2287.439920036495,2342.501736738584,2343.138690936339,2379.242026773629,2415.525113505132,2140.6220572077987,2323.1178271665167,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,97800.0,280.26945052811175,4667,3467,2930,4907,3750,3439,105.49463928986114,83.28221434663928,74.9199115146898,2208.1424664852693,2287.439774030649,2342.5021369714,2343.1385645548057,2379.2418801361127,2415.526057043757,2140.622128814622,2323.117956746364,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,97900.0,280.26936615885,4667,3467,2930,4907,3750,3439,105.49464753036982,83.28221445827116,74.92015361846218,2208.142377711454,2287.43964730008,2342.5024676983576,2343.1384939180225,2379.241759559909,2415.5268539976287,2140.622182837362,2323.118088082637,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,98000.0,280.269251414773,4667,3467,2930,4907,3750,3439,105.4946658604288,83.28221966725853,74.92036218817596,2208.142317221564,2287.439540195462,2342.502740272633,2343.1384675250565,2379.241667290594,2415.527528829444,2140.6222260294016,2323.1182248462424,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,98100.0,280.26929062192755,4667,3467,2929,4907,3750,3439,105.4946509121273,83.2822162148121,74.91944483453432,2208.1420933932445,2287.439382672923,2342.5008277259817,2343.1382278589285,2379.2415105124005,2415.523863216144,2140.6214144560663,2323.1172164783043,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,98200.0,280.2692893078972,4667,3467,2929,4907,3750,3439,105.49464092414874,83.28221210479184,74.91965915829387,2208.141914804625,2287.4392264752514,2342.501106120633,2343.1380402312566,2379.241353848324,2415.524571894525,2140.6213969425426,2323.117213110072,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,98300.0,280.26924098529605,4667,3467,2930,4907,3750,3439,105.4946411226922,83.28221033952059,74.91993660404104,2208.1417912818574,2287.4390858306583,2342.501499442771,2343.137922656971,2379.2412164554903,2415.5255003441043,2140.621470978568,2323.1173468891884,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,98400.0,280.269155085678,4667,3467,2930,4907,3750,3439,105.4946514306472,83.28221245426906,74.92017523799755,2208.141706532714,2287.438963913573,2342.501824744012,2343.137859389252,2379.24110423091,2415.526285226587,2140.6215265689425,2323.117480934297,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,98500.0,280.269039424103,4667,3467,2930,4907,3750,3439,105.49467143890968,83.28221944244304,74.92038099324482,2208.141649331173,2287.4388610444457,2342.502093072955,2343.137838997882,2379.2410193408987,2415.526950415251,2140.6215706104235,2323.117619198947,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,98600.0,280.26907817729483,4667,3467,2929,4907,3750,3439,105.4946578188423,83.28221753490332,74.9194613604852,2208.141428100714,2287.438707172205,2342.500177211996,2343.137604076769,2379.2408689435965,2415.5232771027368,2140.6207593182007,2323.116611388762,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,98700.0,280.2690767580655,4667,3467,2929,4907,3750,3439,105.49464885176488,83.28221473750312,74.91967381878504,2208.1412514833664,2287.4385540521566,2342.5004530144056,2343.137420071476,2379.24071767786,2415.5239796175338,2140.6207416513366,2323.1166078619294,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,98800.0,280.2690285890628,4667,3467,2930,4907,3750,3439,105.49464980651572,83.2822140631693,74.91994975431341,2208.141129379988,2287.4384159410406,2342.5008443024635,2343.1373051409896,2379.240584748048,2415.52490311643,2140.620815218176,2323.116740956761,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,98900.0,280.26894303317715,4667,3467,2930,4907,3750,3439,105.49466064658372,83.2822170634097,74.92018714746361,2208.1410455762416,2287.4382960533044,2342.5011679949084,2343.137243682184,2379.240476119912,2415.5256839969347,2140.6208701177493,2323.116873944073,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,99000.0,280.2688278529162,4667,3467,2930,4907,3750,3439,105.49468100006644,83.28222475109195,74.92039187871615,2208.1409889223137,2287.438194756832,2342.501435034816,2343.137224401132,2379.2403940416198,2415.526345919994,2140.6209133214666,2323.1170108961337,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,99100.0,280.26886718481006,4667,3467,2929,4907,3750,3439,105.49466757153192,83.28222337796853,74.91947139362514,2208.1407679129,2287.4380420518346,2342.499518122748,2343.136990016429,2379.2402457594985,2415.522669911122,2140.6201011018425,2323.1160016096646,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,99200.0,280.2688664112324,4667,3467,2929,4907,3750,3439,105.49465867129211,83.28222097089665,74.91968313565695,2208.140591254014,2287.437889745741,2342.4997930453915,2343.1368060841146,2379.2400960015552,2415.523370160621,2140.620082459464,2323.115996509318,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,99300.0,280.2688189322795,4667,3467,2930,4907,3750,3439,105.49465959303186,83.28222056301341,74.9199584598362,2208.1404689024853,2287.4377521460424,2342.5001835765725,2343.1366908590894,2379.2399640585245,2415.524291722326,2140.620155032928,2323.1161279831003,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,99400.0,280.2687340937425,4667,3467,2930,4907,3750,3439,105.49467032124168,83.2822237246613,74.9201953250202,2208.140384691897,2287.437632515015,2342.5005065977107,2343.136628819792,2379.23985597714,2415.525070912364,2140.620208942819,2323.116259336984,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,99500.0,280.268619645512,4667,3467,2930,4907,3750,3439,105.49469050153004,83.28223148583044,74.92039959316212,2208.140327512529,2287.4375312643906,2342.500773024015,2343.1366087404454,2379.2397740795336,2415.525731328873,2140.62025117468,2323.1163946674897,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,99600.0,280.26865971482107,4667,3467,2929,4907,3750,3439,105.4946768528921,83.2822301135302,74.9194786953769,2208.1401058920706,2287.437378433705,2342.498855536496,2343.136373395791,2379.239625678187,2415.5220539511097,2140.6194380102947,2323.115383787904,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,99700.0,280.26865967726945,4667,3467,2929,4907,3750,3439,105.49466769741908,83.28222764798917,74.91969006487855,2208.1399285630623,2287.437225864911,2342.499129905764,2343.1361883871987,2379.239475559108,2415.522752930211,2140.619418455005,2323.1153771322524,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,99800.0,280.2686129284827,4667,3467,2930,4907,3750,3439,105.49466833827536,83.2822271338923,74.91996504618278,2208.1398055033296,2287.437087895287,2342.499519896385,2343.1360720058588,2379.239343063125,2415.523673294795,2140.6194901496933,2323.115507094692,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,99900.0,280.26852881090025,4667,3467,2930,4907,3750,3439,105.49467876753592,83.28223015142896,74.92020159286065,2208.1397205628846,2287.436967812433,2342.499842383281,2343.1360087588114,2379.2392342796024,2415.524451341641,2140.619543215916,2323.115636984041,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,100000.0,280.2684170582814,4667,3467,2930,4907,3750,3439,105.49469799341468,83.28223742149294,74.92040775555137,2208.139660851309,2287.436864795866,2342.5001120910943,2343.1359846309947,2379.2391497739,2415.525118652588,2140.6195853776853,2323.11577057703,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
HIGH PROD,0.0,279.9985851597,4677,3477,2940,4915,3760,3448,105.68488965161833,83.44489537798542,75.07029919044744,2208.6977409308997,2287.9754129492,2343.0306361904,2343.9936939121,2380.0582262212997,2416.3287386081,2141.1448491017004,2323.9071970826,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,100.0,262.9525257563202,4596,3234,2803,4839,3532,3325,104.03045161710834,79.55767184839809,73.07827068631538,2210.267000026439,2298.0085624377284,2347.95956603668,2342.6523733536546,2382.1842789096318,2416.9874737772025,2112.9733234026894,2312.1850514382604,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,200.0,253.9251374203364,4578,3053,2684,4821,3362,3219,103.66352811056122,76.76071497487436,71.37711976804661,2209.480941166087,2305.1223076672522,2352.4757287274633,2341.2837882665394,2383.545789466215,2417.819226947363,2107.534582519951,2312.2298251547963,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,300.0,248.0112749556551,4591,2926,2580,4833,3244,3127,103.92055392439435,74.87062708536249,69.93421845896104,2207.654863042658,2309.895901356113,2356.6637322488014,2339.986291051353,2384.3743884691844,2418.8230228659054,2103.7885023610306,2312.2565054204624,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,400.0,243.83369511671697,4619,2846,2491,4859,3170,3050,104.48781353315529,73.7032796567359,68.71964578793097,2205.3874263000143,2312.8965914529526,2360.4916915883846,2338.795054692217,2384.9103937192785,2419.9240372021814,2101.075906627502,2312.284296547633,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,500.0,240.82239745763215,4653,2801,2416,4891,3129,2985,105.18853505272376,73.0546442273873,67.71025604396281,2203.022280538968,2314.5331103062676,2363.935484900209,2337.734922608487,2385.1710839167363,2421.0651393187113,2099.0937111219014,2312.316722554798,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,600.0,238.63572524282498,4687,2781,2353,4924,3110,2931,105.9129580811442,72.76101350241338,66.88544077836754,2200.7487187324723,2315.1696168951635,2366.997847684956,2336.7986751787676,2385.189171348722,2422.216964664255,2097.6507654963666,2312.360843510568,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,700.0,237.0520516130915,4719,2777,2304,4955,3107,2889,106.58102078477864,72.70039713151051,66.23201797589229,2198.643521841238,2315.0933991075162,2369.7004388806445,2335.924045210397,2384.997431651402,2423.3811422154445,2096.6145976878747,2312.417571026242,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,800.0,235.89754522439995,4748,2783,2265,4982,3113,2856,107.17615508958185,72.78417772418474,65.73229565836787,2196.772136729214,2314.5632194948234,2372.088425340637,2335.146527057199,2384.6643491408468,2424.569514411654,2095.8869861249573,2312.501122855368,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,900.0,235.06183191515896,4772,2795,2237,5005,3124,2832,107.69226429615868,72.95574831710125,65.36436007769586,2195.16989028204,2313.7601985389356,2374.1726839961,2334.4903703125924,2384.247660535342,2425.749840749812,2095.4017003298277,2312.6170969424393,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,1000.0,234.44626106014516,4793,2809,2216,5025,3139,2815,108.13663838151086,73.1692691391345,65.09818778939784,2193.826829158882,2312.8269891341224,2375.9854714886073,2333.9591047958247,2383.7904907455263,2426.8908176336217,2095.092511568898,2312.7643755464205,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,1100.0,233.99277165466128,4811,2826,2201,5042,3154,2804,108.51384280624755,73.40886271540784,64.9124621648652,2192.732123330196,2311.875983357284,2377.5396762842383,2333.550646164586,2383.3675405987187,2427.9602326273302,2094.9215760443285,2312.9440906187538,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,1200.0,233.65494666349935,4826,2842,2192,5056,3170,2796,108.831668187273,73.63936160651023,64.78709585376417,2191.8602936307857,2310.939447425511,2378.857408377379,2333.254204251653,2382.9389024599514,2428.9363656042283,2094.850674705319,2313.1476761321933,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,1300.0,233.40334649130898,4838,2857,2185,5068,3184,2791,109.09537674570831,73.85224786846497,64.705129584169,2191.191945484946,2310.071545239922,2379.9454089878054,2333.060418634553,2382.539337053028,2429.7889838139295,2094.8547098987183,2313.3688038811974,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,1400.0,233.20634573192476,4848,2870,2181,5078,3197,2788,109.31795414266254,74.05142388990978,64.65040861849727,2190.676901054012,2309.300744426067,2380.853248964405,2332.9434762580017,2382.2039302008316,2430.530130077264,2094.9077711124974,2313.602722347716,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,1500.0,233.05226511147663,4857,2883,2178,5086,3208,2786,109.5031278701664,74.233006513497,64.61586981631343,2190.301536439328,2308.644610849543,2381.5900561798285,2332.89675901667,2381.9419625866367,2431.1531588269604,2094.9980743879546,2313.8448534836916,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,1600.0,232.92583162899905,4864,2894,2176,5093,3219,2785,109.66121945397856,74.39442153912964,64.59314898088569,2190.030100911289,2308.08551023656,2382.1955729712863,2332.9036033641196,2381.7313013603944,2431.6775560331726,2095.110134582461,2314.0893627304913,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,1700.0,232.82214161612936,4870,2903,2175,5099,3228,2784,109.79626265127496,74.53266478830952,64.57864427671467,2189.8522882176867,2307.6198767006026,2382.6803790445947,2332.9610427939997,2381.563240443173,2432.105444220506,2095.236617771991,2314.3314813204966,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,1800.0,232.73522669777046,4876,2912,2174,5105,3236,2784,109.91401574482953,74.6595225310052,64.56885420287026,2189.7515741068482,2307.2594536115166,2383.064648275819,2333.0629814850968,2381.472530116411,2432.4482930846957,2095.372863618952,2314.570838583854,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,1900.0,232.66083267192835,4881,2920,2174,5109,3243,2784,110.01738527567595,74.77383112078375,64.56228367843012,2189.7116319216816,2306.9894488946584,2383.3676224758406,2333.198731362583,2381.4428202266495,2432.721155953844,2095.5135344558635,2314.8046346250244,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,2000.0,232.59206743240475,4885,2939,2174,5113,3262,2784,110.10974817792979,75.06604496241256,64.56250619410011,2189.7209585314317,2307.159854443874,2383.6178604393963,2333.3630276300523,2382.1891874979083,2432.959097521797,2095.6988266218295,2315.0905458293087,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,2100.0,232.51710495283695,4889,2959,2175,5117,3281,2785,110.19654611024491,75.36173648628784,64.57758420716995,2189.7803128198148,2307.4158419432547,2383.8499241086465,2333.565762143008,2383.0152167229394,2433.212386899664,2095.9177617701794,2315.4228057440964,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,2200.0,232.4409389190618,4893,2968,2177,5121,3289,2786,110.27923566678169,75.4961179960304,64.59581417023998,2189.8751792803714,2307.4417642897924,2384.050726481963,2333.7954852305556,2383.3040479487127,2433.4427087106615,2096.1107797454833,2315.7225748127357,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,2300.0,232.3697444745552,4896,2972,2178,5124,3293,2787,110.35731909158804,75.55663064017584,64.60894008918558,2189.9901881307132,2307.3889334112623,2384.2118109961343,2334.0366702419324,2383.3726321423733,2433.624162807748,2096.2784461703886,2315.986084098005,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,2400.0,232.30592303140276,4900,2974,2178,5128,3294,2788,110.43017339485198,75.57732157423366,64.61711201504035,2190.115317358743,2307.3100883944976,2384.3394871117002,2334.2786984645227,2383.3380597047744,2433.7630575253165,2096.421755568171,2316.2130827950145,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,2500.0,232.25034890898655,4903,2974,2178,5131,3294,2788,110.49728690905724,75.57643964763012,64.61998253814437,2190.243585018952,2307.230630830793,2384.4374468680357,2334.5140452201686,2383.2605399459558,2433.8621373658198,2096.5419271584183,2316.4046033443196,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,2600.0,232.20341767551835,4905,2973,2178,5133,3294,2788,110.5581712875973,75.56455563240176,64.61808181397527,2190.3684684108116,2307.160786166426,2384.511178022096,2334.7356614032874,2383.1705119283765,2433.927791520174,2096.641032175123,2316.563018265148,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,2700.0,232.16468342087035,4908,2973,2178,5136,3293,2788,110.61259229005361,75.55873620171255,64.61322970932486,2190.485388320897,2307.1241116933784,2384.5683545714282,2334.938789719262,2383.1243322412465,2433.9713143524514,2096.725426644078,2316.696725696704,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,2800.0,232.13285549161043,4910,2973,2178,5138,3293,2788,110.6607297594775,75.56091685454436,64.61067313535615,2190.592730754163,2307.1171866589348,2384.622879140386,2335.122197550924,2383.1219628754325,2434.0175332332255,2096.802757125019,2316.8163055758027,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,2900.0,232.10553815823855,4912,2972,2179,5140,3293,2788,110.70309381846246,75.55435639826794,64.62436088971333,2190.692565985799,2307.1062390242,2384.7050854122413,2335.288733600354,2383.0984686806532,2434.1256959552256,2096.883085181981,2316.936338478706,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,3000.0,232.08109710981677,4914,2972,2180,5141,3293,2789,110.74098226291709,75.5522988249704,64.63365597147568,2190.786572196045,2307.112684666924,2384.7735337526115,2335.4421743760963,2383.1006409658403,2434.2108654769286,2096.9551053041723,2317.043606917463,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,3100.0,232.05906107993184,4915,2972,2180,5143,3293,2790,110.7754429464928,75.55605983389943,64.63947930195005,2190.8752151972253,2307.135432491253,2384.8318709819996,2335.5847312918204,2383.129805824535,2434.278905650698,2097.021252879126,2317.1416410687107,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,3200.0,232.03954249676272,4917,2973,2180,5144,3294,2790,110.80631394372882,75.56460493651657,64.64331390967781,2190.9579548730367,2307.171999653986,2384.8832362379408,2335.715616324778,2383.18156506599,2434.3359947589183,2097.0832952869,2317.2325290754966,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,3300.0,232.02232084587789,4918,2974,2180,5145,3294,2790,110.83401008984245,75.57680457362176,64.64493168100674,2191.0352786979993,2307.2188591054046,2384.9276904525445,2335.835993244194,2383.2502857362665,2434.3816546448975,2097.1419744769205,2317.317307297377,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,3400.0,232.00668264464946,4919,2976,2181,5146,3296,2790,110.85908097908238,75.60713573196125,64.6462802063982,2191.1084108111577,2307.302759345976,2384.969931805551,2335.947957818108,2383.390470690414,2434.4246675567806,2097.2025672491386,2317.4032875100056,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,3500.0,231.99178707100907,4920,2979,2181,5147,3299,2790,110.8820755613364,75.64808607685762,64.64883123863063,2191.1788012914094,2307.408281169458,2385.013522288635,2336.0538200857827,2383.571768546631,2434.4716465112724,2097.2662968771224,2317.492599864573,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
