experiment,time,CO2_ppm,A_zsat,I_zsat,P_zsat,A_zcc,I_zcc,P_zcc,A_deep_CO3,I_deep_CO3,P_deep_CO3,A_deep_DIC,I_deep_DIC,P_deep_DIC,A_deep_TA,I_deep_TA,P_deep_TA,H_DIC,H_TA,deep temperature,surface temperature,high-deep mixing (Atlantic),high-deep mixing (Indian),high-deep mixing (Pacific),thermohaline circulation:,thermohaline upwelling (Atlantic),thermohaline upwelling (Indian),high-lat PO4 export constant
control,21900.0,280.2522723653444,4669,3468,2931,4908,3752,3440,105.51775229266366,83.3057486050419,74.94253851887281,2208.304900911912,2287.606524582479,2342.670348223445,2343.3331960227465,2379.445081537028,2415.7312430853062,2140.7890971262445,2323.3215898549083,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,22000.0,280.2523880432138,4669,3468,2931,4908,3752,3440,105.5177518405659,83.30670758503038,74.94256918469154,2208.304822722529,2287.608143690181,2342.6701681970367,2343.3331204221377,2379.4484578063907,2415.731133814681,2140.78906855994,2323.3215022696786,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,22100.0,280.25243070960715,4669,3468,2931,4908,3752,3440,105.51775113264875,83.3074222689348,74.94264027879238,2208.3047694542456,2287.6093149573308,2342.670089636489,2343.3330683062186,2379.450914569525,2415.7312013863807,2140.7891045965875,2323.321534217119,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,22200.0,280.2524429840995,4669,3468,2931,4908,3752,3440,105.5177486980199,83.3075218906115,74.9427065109946,2208.304711766626,2287.6093901731915,2342.670018271041,2343.333009020093,2379.4511654045086,2415.731265462855,2140.78903076147,2323.321448620912,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,22300.0,280.252533846337,4669,3468,2931,4908,3752,3440,105.5177221080632,83.30602979385125,74.94266298031445,2208.3045420952994,2287.606577946166,2342.669731816532,2343.33280130713,2379.445659244301,2415.7309045000225,2140.7884561722803,2323.320702042397,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,22400.0,280.2525631586992,4669,3468,2931,4908,3752,3440,105.51770074288218,83.30689975934037,74.94268071083928,2208.304405345488,2287.608062479801,2342.669581482745,2343.332634243985,2379.4487402899463,2415.730797659432,2140.788434937299,2323.320675638807,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,22500.0,280.25253853260773,4669,3468,2931,4908,3752,3440,105.51768931055398,83.3075482150153,74.94273783508073,2208.304308227825,2287.609127391495,2342.669522757338,2343.3325220505226,2379.450971515345,2415.730856239996,2140.788478613984,2323.320757528583,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,22600.0,280.2524985079248,4669,3468,2931,4908,3752,3440,105.51768285612782,83.307599324894,74.94279008441927,2208.304218122681,2287.6091188385,2342.6694641958998,2343.332425010052,2379.4510515585625,2415.7309046229407,2140.788412891908,2323.320713300316,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,22700.0,280.25254883355564,4669,3468,2931,4908,3752,3440,105.5176565110754,83.30607225204334,74.94273321548158,2208.3040249211745,2287.6062408437097,2342.6691856204275,2343.332195283203,2379.445417171305,2415.730524575311,2140.7878466870898,2323.320001240073,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,22800.0,280.2525468198684,4669,3468,2931,4908,3752,3440,105.51763796364916,83.30691738925877,74.94273863922865,2208.303871509748,2287.6076738238894,2342.6690397798466,2343.3320171394053,2379.448402611576,2415.730397491201,2140.7878337727307,2323.3200036625017,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,22900.0,280.2524980479062,4669,3468,2931,4908,3752,3440,105.51763077184948,83.3075490043053,74.9427847095587,2208.303763004188,2287.608699048483,2342.66898332082,2343.331901318551,2379.4505643560065,2415.7304362065456,2140.787885492312,2323.320109687416,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,23000.0,280.25243946137914,4669,3468,2931,4908,3752,3440,105.51762921000656,83.30758891117759,74.94282722810608,2208.303665502202,2287.608659955428,2342.6689256058366,2343.331805567825,2379.450594289049,2415.7304660108293,2140.787827278911,2323.320085565619,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,23100.0,280.2524755523847,4669,3468,2931,4908,3752,3440,105.5176079104685,83.30605486151454,74.94276194096143,2208.303467876856,2287.605758797873,2342.668647033333,2343.3315802268603,2379.444924703181,2415.7300691947626,2140.787267917362,2323.319390202764,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,23200.0,280.25249348506685,4668,3468,2931,4908,3752,3440,105.51717428140282,83.30681939375225,74.9427534801756,2208.3025966910354,2287.607026643124,2342.6684807771985,2343.330003100626,2379.4476003444765,2415.7298949307587,2140.787083815702,2323.31917051355,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,23300.0,280.2526054897214,4668,3468,2931,4908,3752,3440,105.51529127969776,83.30705055674923,74.94275333807451,2208.2992628536463,2287.607264114777,2342.6683061061717,2343.3235876709327,2379.4482542943547,2415.7297285615696,2140.786286349555,2323.3181399012383,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,23400.0,280.2526798575891,4668,3468,2931,4908,3752,3440,105.51533375071762,83.30722560679801,74.9427617929967,2208.2991343917206,2287.6073981386253,2342.668149511864,2343.3235596948457,2379.4487102311487,2415.729596527538,2140.786064577967,2323.3178417364456,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,23500.0,280.25286557927643,4668,3468,2931,4907,3752,3440,105.51340731491564,83.30700242908175,74.9427448386831,2208.2956594173784,2287.6067707083,2342.667915502016,2343.316929053416,2379.447687398213,2415.7293396847017,2140.7851069589865,2323.31656993256,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,23600.0,280.253142656003,4668,3468,2931,4907,3752,3440,105.51185714591968,83.30655362457004,74.94268992896058,2208.292753634093,2287.605692992617,2342.6675797883054,2343.3115117299267,2379.445813466026,2415.7289101979954,2140.784059267619,2323.3151375937723,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,23700.0,280.2534908641524,4668,3468,2931,4907,3752,3440,105.5106042515047,83.30599194898356,74.9425944210061,2208.2902839811763,2287.6043696583583,2342.667140120509,2343.307017347649,2379.44349473962,2415.728300797558,2140.7830041615366,2323.313654100145,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,23800.0,280.25388848451416,4668,3468,2931,4907,3752,3440,105.50955466811156,83.30538683851948,74.94246521314307,2208.288118556166,2287.6029351341244,2342.6666154988197,2343.303159821653,2379.4409892323547,2415.7275433840614,2140.781960001144,2323.312154202629,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,23900.0,280.254482890108,4668,3468,2931,4907,3751,3440,105.51049285274075,83.2993797943027,74.94203689909072,2208.289111954793,2287.5916747966403,2342.6654735084035,2343.3057335878298,2379.418893537136,2415.7255968982345,2140.7800535110514,2323.309475295953,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,24000.0,280.2552338488265,4668,3468,2931,4907,3751,3440,105.51054909401432,83.29604828838357,74.94190093213174,2208.288553915369,2287.585234904724,2342.664862453175,2343.305280700062,2379.406500471823,2415.7247521700865,2140.778505805121,2323.3071511604185,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,24100.0,280.25605952372683,4668,3467,2931,4907,3751,3440,105.51102471827647,83.29238834421439,74.94178423528025,2208.2886983908083,2287.57817074471,2342.664236582364,2343.3062411222613,2379.3929139261268,2415.723912072709,2140.776856868304,2323.3046626862174,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,24200.0,280.2568861585472,4668,3467,2931,4907,3751,3440,105.51135985152284,83.28999395201207,74.94195762151347,2208.288614192897,2287.573332137865,2342.6641597653115,2343.306730071666,2379.3838130678896,2415.724198876666,2140.775602173077,2323.302664397528,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,24300.0,280.2574529185289,4668,3467,2931,4907,3751,3440,105.51157456714805,83.29137204995297,74.94228928013273,2208.288515620724,2287.57535356498,2342.664402776684,2343.3070008851514,2379.3883801458123,2415.7250937112885,2140.775477780506,2323.3022042223,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,24400.0,280.25798550486627,4668,3467,2931,4907,3751,3440,105.51167398142634,83.28955811914079,74.9424423777177,2208.288254052853,2287.5715777667942,2342.664298929653,2343.306919337375,2379.3813291873603,2415.7252976043737,2140.7746433894326,2323.3008824372614,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,24500.0,280.25831092843083,4668,3467,2931,4907,3751,3440,105.5117304353804,83.29106947291154,74.94266330485435,2208.288059659976,2287.5739204261376,2342.6643602489403,2343.30682940435,2379.3864468250104,2415.725797417332,2140.7746967089743,2323.3007759262373,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,24600.0,280.2586498036555,4668,3467,2931,4907,3751,3440,105.51172676994176,83.28933558826023,74.94273084363851,2208.287757868329,2287.570380309727,2342.664127016194,2343.306534146845,2379.37977023539,2415.725707948076,2140.774009161065,2323.2997431368235,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,24700.0,280.2588216799213,4668,3467,2931,4907,3751,3440,105.51171872849056,83.29089628126304,74.94288555673766,2208.28755903961,2287.5729020441377,2342.664097931732,2343.3063303548324,2379.385150967543,2415.725989980138,2140.7741786880238,2323.2998654775806,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,24800.0,280.259039786738,4668,3467,2931,4907,3751,3440,105.51167692784507,83.28919350431923,74.94290140970178,2208.287273245381,2287.569502154435,2342.663803074493,2343.3059856076147,2379.378666273988,2415.7257390203445,2140.773575866393,2323.299004962478,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,24900.0,280.2591171747303,4668,3467,2931,4907,3751,3440,105.5116483243384,83.2907746577571,74.94301549791025,2208.2871000600426,2287.572136341467,2342.6637334442444,2343.3057714320084,2379.3841925661377,2415.7259016230105,2140.7738031793065,2323.299252279905,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,25000.0,280.25926165159194,4668,3467,2931,4907,3751,3440,105.51159734859148,83.28908626563641,74.94299925137614,2208.2868426240243,2287.56882794599,2342.663413353532,2343.305438256929,2379.377822045708,2415.7255627706504,2140.7732373616486,2323.2984799088104,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,25100.0,280.2592818582375,4668,3467,2931,4907,3751,3440,105.51156668386894,83.29067835510519,74.94308789506233,2208.286696468801,2287.571537163836,2342.6633295093384,2343.305246475927,2379.3834404096483,2415.725661208264,2140.773486700853,2323.298787962235,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,25200.0,280.2593820643789,4668,3467,2931,4907,3751,3440,105.51151786486822,83.28899894406962,74.94305144699098,2208.286462678598,2287.568290318758,2342.663003027373,2343.3049396264573,2379.3771454147595,2415.7252760704805,2140.7729326545377,2323.298056548157,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,25300.0,280.2593680923349,4668,3467,2931,4907,3751,3440,105.51149165370896,83.29059883317704,74.94312405600752,2208.2863360062333,2287.57104987918,2342.6629182422325,2343.3047740908555,2379.3828264429344,2415.7253417013435,2140.7731870836665,2323.298391639115,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,25400.0,280.2594419792866,4668,3467,2931,4907,3751,3440,105.51144834333569,83.28892644427948,74.94307490076845,2208.2861175156604,2287.56784388308,2342.6625945073324,2343.3044912755336,2379.376583571543,2415.724933889913,2140.7726339970127,2323.297677658474,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,25500.0,280.25940778495584,4668,3467,2931,4907,3751,3440,105.51142792056392,83.29053274295009,74.9431374717085,2208.286002348689,2287.570636304337,2342.6625148586622,2343.304346616984,2379.3823079868216,2415.7249844329376,2140.7728870197006,2323.2980236985163,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,25600.0,280.2594661615576,4668,3467,2931,4907,3751,3440,105.5113902180679,83.28886622977373,74.94308042109346,2208.285792139077,2287.567456414021,2342.662197695612,2343.304081283984,2379.37610103195,2415.724567164719,2140.7723313237448,2323.2973163750967,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,25700.0,280.25942008315263,4668,3467,2931,4907,3751,3440,105.511374971079,83.29047788218189,74.94313681850441,2208.285682644286,2287.570269332379,2342.6621253657745,2343.303950874557,2379.381855059198,2415.724612388742,2140.7725812843137,2323.297666313744,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,25800.0,280.25946935533455,4668,3467,2931,4907,3751,3440,105.51134189560584,83.28881621608402,74.94307497513489,2208.285476080875,2287.567105281605,2342.6618157772205,2343.3036969166587,2379.3756723007546,2415.7241927930754,2140.7720225244857,2323.296961170632,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,25900.0,280.2594162932454,4668,3467,2931,4907,3751,3440,105.51133069459068,83.29043220969132,74.94312768546855,2208.285368720131,2287.569930266001,2342.6617509393677,2343.3035754453363,2379.381445995473,2415.7242378117407,2140.772269682041,2323.2973122799986,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,26000.0,280.2594601927838,4668,3467,2931,4907,3751,3440,105.51130110201552,83.28877440169902,74.94306303686442,2208.2851632078978,2287.566775224848,2342.66144853389,2343.303328429869,2379.3752790641543,2415.7238194716942,2140.7717085083227,2323.2966077592214,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,26100.0,280.2594029754215,4668,3467,2931,4907,3751,3440,105.51129286643558,83.29039378928672,74.94311364309878,2208.2850561615733,2287.5696068177263,2342.661390430529,2343.30321231434,2379.3810654407625,2415.723866714554,2140.7719536944182,2323.296959246833,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,26200.0,280.25942317484703,4668,3467,2931,4907,3751,3440,105.51127262646928,83.29032818620485,74.94193614030272,2208.284874508498,2287.569316590667,2342.6589514412376,2343.303003914047,2379.3806191923063,2415.719161841702,2140.771068986887,2323.295861928898,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,26300.0,280.25959326634245,4668,3467,2931,4907,3751,3440,105.51121697666552,83.29164270928212,74.94072567024915,2208.284535666888,2287.571552472473,2342.656457949318,2343.302584883352,2379.3852660307693,2415.714372788781,2140.7702837115726,2323.2948090285063,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,26400.0,280.2601818769207,4668,3467,2931,4907,3751,3440,105.51105760236716,83.29108241945849,74.93830925431695,2208.28377990268,2287.5702657498277,2342.651607018115,2343.3015897497075,2379.3829786566307,2415.704943049795,2140.7680526726463,2323.2917264134585,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,26500.0,280.26103530887207,4668,3467,2931,4907,3751,3440,105.51079791949364,83.2922104107787,74.93639666962034,2208.282783051362,2287.5719242040936,2342.647669852255,2343.3001933229666,2379.386682597272,2415.69738835646,2140.7664288600804,2323.289227832347,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,26600.0,280.26203110967333,4668,3467,2931,4907,3751,3440,105.5104692679881,83.29296035931856,74.93479113122481,2208.2816648794915,2287.572844483308,2342.6442900241354,2343.298563348539,2379.3889644527408,2415.6909750342743,2140.764835803908,2323.286680708144,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,26700.0,280.26313140559733,4668,3468,2930,4907,3751,3440,105.51007902258844,83.29341777842393,74.93342595232753,2208.280447419908,2287.5732028825187,2342.6413436909816,2343.2967334692426,2379.3901619474223,2415.6854525196177,2140.763215075604,2323.284039522587,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,26800.0,280.2643057553516,4668,3468,2930,4907,3751,3440,105.50963462518192,83.29365041486531,74.93224916684429,2208.279143298591,2287.5731304145133,2342.6387333602206,2343.294728455299,2379.3905270792275,2415.6806246402816,2140.7615464557903,2323.281299014797,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,26900.0,280.265529831551,4668,3468,2930,4907,3751,3439,105.50914362338428,83.29370948976829,74.93122028841873,2208.2777618909768,2287.5727249387705,2342.636382730572,2343.2925701487784,2379.390249199817,2415.6763382307126,2140.759828570176,2323.2784723438094,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,27000.0,280.2666040810101,4668,3468,2930,4907,3751,3440,105.50865701663672,83.29364868595226,74.93142415671151,2208.276500225735,2287.5721307033346,2342.636404950073,2343.290534258578,2379.389566742675,2415.6767838689047,2140.7589377649274,2323.27675823968,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,27100.0,280.26771721062204,4668,3468,2930,4907,3751,3439,105.50814243524916,83.29349025468744,74.93054643903382,2208.275151924889,2287.5713503796223,2342.6343145429064,2343.2883675682037,2379.388523700415,2415.673028391172,2140.7572166295167,2323.273998227195,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,27200.0,280.26868894154273,4668,3468,2930,4907,3751,3439,105.50764397676537,83.29326918019409,74.93077434996364,2208.273902693513,2287.5704824752597,2342.6343667847605,2343.2863234847905,2379.3872798723,2415.673548922223,2140.756262689342,2323.2722737868817,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,27300.0,280.2695282143528,4668,3467,2930,4907,3751,3439,105.50717080131336,83.29300881235521,74.93102694359379,2208.272749434938,2287.569573608603,2342.634459754405,2343.2844143551206,2379.385923451019,2415.674141226463,2140.7553966730798,2323.270734707418,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,27400.0,280.2702584340027,4668,3467,2930,4907,3751,3439,105.50672545875206,83.29272598084252,74.9312059883138,2208.271671038013,2287.568650474156,2342.634418025049,2343.2826242930005,2379.384511434361,2415.6744574703685,2140.754533150785,2323.269264429891,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,27500.0,280.2708994566973,4668,3467,2930,4907,3751,3440,105.50630901671612,83.29243304797036,74.9313230103244,2208.2706555238783,2287.56773086735,2342.634263618824,2343.2809436532434,2379.383083963219,2415.674542997154,2140.75369302828,2323.267875948953,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,27600.0,280.2714680682452,4668,3467,2930,4907,3751,3440,105.50592142570268,83.29213891328448,74.93138877149678,2208.269696753049,2287.5668270171723,2342.634016862777,2343.2793664687943,2379.3816693761264,2415.6744385787697,2140.7528911047475,2323.266576476004,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,27700.0,280.2719782011922,4668,3467,2930,4907,3751,3440,105.50556172704388,83.29184977314446,74.93141259260449,2208.268791110802,2287.5659472603907,2342.6336958830343,2343.277887637398,2379.380287230412,2415.674180029864,2140.7521327051686,2323.2653637772582,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,27800.0,280.27244119512005,4668,3467,2930,4907,3751,3440,105.50522829877316,83.29156973341242,74.93140245049283,2208.267935675469,2287.565097032468,2342.633316415384,2343.2765015909235,2379.378950396665,2415.673798211976,2140.7514171975427,2323.2642302206937,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,27900.0,280.2728661376054,4668,3467,2930,4907,3751,3440,105.50491909771374,83.29130130907937,74.93136509997251,2208.2671273985347,2287.564279527777,2342.6328918413237,2343.275201924609,2379.3776666257263,2415.6733193112136,2140.750740831528,2323.263165906854,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,28000.0,280.2732602310025,4668,3467,2930,4907,3751,3439,105.504631867328,83.29104583026358,74.93130620790119,2208.2663628601726,2287.5634961943706,2342.632433352027,2343.273981517505,2379.3764397821583,2415.672765261816,2140.750098583091,2323.262160601208,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,28100.0,280.2736291394825,4668,3467,2930,4907,3751,3439,105.50436429987444,83.29080376857488,74.93123048824302,2208.265638311528,2287.5627471380817,2342.631950174509,2343.272832848901,2379.375270841787,2415.6721542307,2140.749485244877,2323.261204792557,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,28200.0,280.2739772936223,4668,3467,2930,4907,3751,3439,105.50411415300196,83.29057499546941,74.93114183129761,2208.2649498312235,2287.5620314660955,2342.631449819038,2343.2717483462097,2379.3741587038685,2415.6715011105075,2140.748896006404,2323.2602901817463,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,28300.0,280.27430814608954,4668,3467,2930,4907,3751,3439,105.50387932658764,83.29035898301669,74.93104342326714,2208.264293502095,2287.561347580216,2342.6309383237394,2343.2707206844625,2379.3731008472155,2415.6708179906555,2140.748326712619,2323.259409826009,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,28400.0,280.2746243805665,4668,3467,2930,4907,3751,3439,105.50365790764482,83.29015495661668,74.9309378542689,2208.2636655632846,2287.5606934228863,2342.630420483248,2343.269743007878,2379.372093851113,2415.670114590147,2140.747773932934,2323.258558091759,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,28500.0,280.2747883085476,4668,3467,2930,4907,3751,3439,105.50348197311868,83.2921334209435,74.93097189985724,2208.2632112737065,2287.5640286070843,2342.6302041027034,2343.269009172366,2379.379020776969,2415.6699785691785,2140.747921371629,2323.258656602724,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,28600.0,280.27495502498,4668,3467,2930,4907,3751,3439,105.50332264196152,83.2915758348031,74.93096026449172,2208.262778966668,2287.5627674818584,2342.629907503223,2343.268324409425,2379.376737241214,2415.669672461114,2140.747548727858,2323.258109487356,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,28700.0,280.275140723862,4668,3467,2930,4907,3751,3439,105.50317147610215,83.29095057789159,74.93090448095373,2208.262341077188,2287.56142194418,2342.629531502861,2343.2676481615176,2379.37427810313,2415.669202781089,2140.7470725996764,2323.2574273554783,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,28800.0,280.2752026974259,4668,3467,2930,4907,3751,3439,105.50305850717562,83.29263210658887,74.93096403052202,2208.262042087013,2287.5642852343235,2342.629407369113,2343.267170095173,2379.380198641119,2415.669205050364,2140.7472582713795,2323.2576330200664,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,28900.0,280.2752902136102,4668,3467,2930,4907,3751,3439,105.5029541570657,83.291868074068,74.93096246795608,2208.261733005118,2287.562705415868,2342.6291697338816,2343.266696818257,2379.377224519196,2415.668974918548,2140.746900420384,2323.2571517847014,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,29000.0,280.2754144072896,4668,3467,2930,4907,3751,3439,105.50285012457424,83.29110097672333,74.93090735308604,2208.2613906275483,2287.56114697526,2342.628830669058,2343.2661921850554,2379.374296673336,2415.668541586229,2140.7464260689176,2323.256509594716,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,29100.0,280.2754285341422,4668,3467,2930,4907,3751,3439,105.50277705726552,83.2926864254392,74.93096221021163,2208.261164461591,2287.5638697652744,2342.6287291838257,2343.2658517203604,2379.379903290232,2415.668555975212,2140.7466079852966,2323.256740459463,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,29200.0,280.275478729874,4668,3467,2930,4907,3751,3439,105.502706209324,83.29185851642931,74.93095325091997,2208.260910407537,2287.562198588,2342.628505185834,2343.2654881276667,2379.3767224487624,2415.6683240336683,2140.7462453573344,2323.2562768307184,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,29300.0,280.27557371412,4668,3467,2930,4907,3751,3439,105.50263016207502,83.29105002572784,74.93088973141386,2208.260609551753,2287.5605818830554,2342.628174287404,2343.265070867776,2379.373661564517,2415.6678816999047,2140.7457674483026,2323.25564871892,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,29400.0,280.275564876968,4668,3467,2930,4907,3751,3439,105.50258040522128,83.29260963356829,74.93093621482515,2208.260414908458,2287.5632685417154,2342.6280778253727,2343.2648002532483,2379.37918538364,2415.6678841729517,2140.7459478248843,2323.255892187309,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,29500.0,280.27559691130426,4668,3467,2930,4907,3751,3439,105.5025289514233,83.29176651408197,74.93091950801892,2208.2601851007275,2287.561575901034,2342.627857194753,2343.264492882361,2379.375955621815,2415.667639996687,2140.745585676228,2323.255440561946,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,29600.0,280.2755376517228,4668,3467,2930,4907,3751,3439,105.5025028216089,83.29312138035968,74.930993854091,2208.2600519996467,2287.563909254642,2342.627832967762,2343.264321383294,2379.380755269476,2415.6677664972995,2140.7457963446186,2323.2557501958213,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
