,Ocean DIC [1 mol],Ocean DIC [1.0 mol/l],Ocean C^{12$S,Ocean C^{13}$S ,Ocean $\delta^{13}$C [VPDB],Fossil_Fuel_Burning_to_Ocean DIC [1.0 mol/a],Fossil_Fuel_Burning_to_Ocean DIC [C^{12$S],Fossil_Fuel_Burning_to_Ocean DIC [C^{13}$S],Fossil_Fuel_Burning_to_Ocean DIC $\delta^{13}$C [VPDB],Carbonate_Weathering_to_Ocean DIC [1.0 mol/a],Carbonate_Weathering_to_Ocean DIC [C^{12$S],Carbonate_Weathering_to_Ocean DIC [C^{13}$S],Carbonate_Weathering_to_Ocean DIC $\delta^{13}$C [VPDB],Organic_Weathering_to_Ocean DIC [1.0 mol/a],Organic_Weathering_to_Ocean DIC [C^{12$S],Organic_Weathering_to_Ocean DIC [C^{13}$S],Organic_Weathering_to_Ocean DIC $\delta^{13}$C [VPDB],Volcanic_to_Ocean DIC [1.0 mol/a],Volcanic_to_Ocean DIC [C^{12$S],Volcanic_to_Ocean DIC [C^{13}$S],Volcanic_to_Ocean DIC $\delta^{13}$C [VPDB],Ocean_to_OM_burial DIC [1.0 mol/a],Ocean_to_OM_burial DIC [C^{12$S],Ocean_to_OM_burial DIC [C^{13}$S],Ocean_to_OM_burial DIC $\delta^{13}$C [VPDB],Ocean_to_Carbonate_burial DIC [1.0 mol/a],Ocean_to_Carbonate_burial DIC [C^{12$S],Ocean_to_Carbonate_burial DIC [C^{13}$S],Ocean_to_Carbonate_burial DIC $\delta^{13}$C [VPDB]
46,3.5301616666666665e+18,0.0026502715215215218,3.490868641180344e+18,3.9293025486323704e+16,1.668121675641,1266666666666666.8,1252966981794180.2,13699684872486.486,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154465817852.034,45534182147.966064,-24.641574417115,18100000000000.0,17898533023980.39,201466976019.60925,1.678425582885
47,3.531445e+18,0.0026512349849849856,3.492138094972486e+18,3.93069050275145e+16,1.657689933732,1283333333333333.2,1269453389449366.5,13879943883966.57,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154466293670.388,45533706329.61193,-24.651878324359,18100000000000.0,17898535073331.64,201464926668.36102,1.668121675641
48,3.532745e+18,0.0026522109609609613,3.4934240351697275e+18,3.932096483027326e+16,1.647130645015,1300000000000000.0,1285939797104553.2,14060202895446.658,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154466775392.0586,45533224607.941475,-24.662310066268,18100000000000.0,17898537148108.492,201462851891.50967,1.657689933732
49,3.5340616666666665e+18,0.0026531994494494496,3.494726461772036e+18,3.933520489463127e+16,1.636444100534,1316666666666666.5,1302426204759739.8,14240461906926.74,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154467263003.757,45532736996.243355,-24.672869354985,18100000000000.0,17898539248253.71,201460751746.28967,1.647130645015
50,3.535395e+18,0.002654200450450451,3.496045374779381e+18,3.9349625220619704e+16,1.625630594502,1333333333333333.2,1318912612414926.2,14420720918406.826,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154467756492.0464,45532243507.953415,-24.683555899466,18100000000000.0,17898541373709.43,201458626290.56903,1.636444100534
51,3.536745e+18,0.0026552139639639647,3.497380774191731e+18,3.936422580826967e+16,1.614690424278,1350000000000000.0,1335399020070113.0,14600979929886.914,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154468255843.346,45531744156.653786,-24.694369405498,18100000000000.0,17898543524417.156,201456475582.84616,1.625630594502
52,3.5381116666666665e+18,0.0026562399899899905,3.498732660009055e+18,3.937900665761222e+16,1.603623890351,1366666666666666.5,1351885427725299.5,14781238941366.996,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154468761043.928,45531238956.0718,-24.705309575722,18100000000000.0,17898545700317.754,201454299682.24472,1.614690424278
53,3.539495e+18,0.002657278528528529,3.5001010322313226e+18,3.939396776867833e+16,1.592431296316,1383333333333333.2,1368371835380486.0,14961497952847.082,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154469272079.9204,45530727920.07935,-24.716376109649,18100000000000.0,17898547901351.49,201452098648.511,1.603623890351
54,3.540895e+18,0.00265832957957958,3.501485890858502e+18,3.940910914149887e+16,1.581112948858,1400000000000000.0,1384858243035672.8,15141756964327.17,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154469788937.308,45530211062.691696,-24.727568703684,18100000000000.0,17898550127457.992,201449872542.00873,1.592431296316
55,3.5423116666666665e+18,0.0026593931431431435,3.502887235890563e+18,3.942443077610468e+16,1.569669157727,1416666666666666.5,1401344650690859.2,15322015975807.252,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154470311601.9336,45529688398.06675,-24.738887051142,18100000000000.0,17898552378576.285,201447621423.71616,1.581112948858
56,3.543745e+18,0.0026604692192192195,3.5043050673274747e+18,3.94399326725265e+16,1.55810023572,1433333333333333.2,1417831058346045.8,15502274987287.338,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154470840059.496,45529159940.50393,-24.750330842273,18100000000000.0,17898554654644.78,201445345355.22092,1.569669157727
57,3.545195e+18,0.0026615578078078082,3.5057393851692063e+18,3.9455614830794984e+16,1.54640649866,1450000000000000.0,1434317466001232.5,15682533998767.424,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154471374295.5566,45528625704.44333,-24.76189976428,18100000000000.0,17898556955601.285,201443044398.71652,1.55810023572
58,3.5466616666666665e+18,0.002662658908908909,3.507190189415727e+18,3.947147725094074e+16,1.534588265375,1466666666666666.5,1450803873656419.0,15862793010247.508,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154471914295.535,45528085704.464745,-24.77359350134,18100000000000.0,17898559281383.0,201440718616.9982,1.54640649866
59,3.548145e+18,0.002663772522522523,3.508657480067007e+18,3.948751993299426e+16,1.522645857677,1483333333333333.2,1467290281311605.5,16043052021727.596,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154472460044.7134,45527539955.28672,-24.785411734625,18100000000000.0,17898561631926.54,201438368073.4588,1.534588265375
60,3.549645e+18,0.0026648986486486493,3.510141257123015e+18,3.950374287698598e+16,1.510579600338,1500000000000000.0,1483776688966792.2,16223311033207.68,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154473011528.2344,45526988471.76553,-24.797354142323,18100000000000.0,17898564007167.914,201435992832.08432,1.522645857677
61,3.5511675e+18,0.0026660416666666673,3.511647290826401e+18,3.952020917360029e+16,1.498342993299,1522500000000000.0,1506033339301294.0,16466660698705.795,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154473568731.106,45526431268.894135,-24.809420399662,18100000000000.0,17898566407042.55,201433592957.4496,1.510579600338
62,3.5527125e+18,0.002667201576576577,3.5131755811771223e+18,3.953691882287891e+16,1.485936489271,1545000000000000.0,1528289989635796.0,16710010364203.91,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154474133800.6406,45525866199.359436,-24.821657006701,18100000000000.0,17898568840798.93,201431159201.06976,1.498342993299
63,3.55428e+18,0.002668378378378379,3.514726128175138e+18,3.95538718248635e+16,1.473360546634,1567500000000000.0,1550546639970298.0,16953360029702.025,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154474706715.9395,45525293284.060585,-24.834063510729,18100000000000.0,17898571308347.043,201428691652.95767,1.485936489271
64,3.55587e+18,0.0026695720720720725,3.516298931820406e+18,3.9571068179595576e+16,1.460615629399,1590000000000000.0,1572803290304799.8,17196709695200.14,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154475287455.842,45524712544.15846,-24.846639453366,18100000000000.0,17898573809595.746,201426190404.25327,1.473360546634
65,3.5574825e+18,0.0026707826576576584,3.5178939921128847e+18,3.958850788711655e+16,1.447702207165,1612500000000000.0,1595059940639301.8,17440059360698.256,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154475875998.9263,45524124001.073906,-24.859384370601,18100000000000.0,17898576344452.785,201423655547.21613,1.460615629399
66,3.5591175e+18,0.0026720101351351356,3.519511309052534e+18,3.960619094746772e+16,1.434620755073,1635000000000000.0,1617316590973803.5,17683409026196.37,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154476472323.514,45523527676.48573,-24.872297792835,18100000000000.0,17898578912824.78,201421087175.2172,1.447702207165
67,3.560775e+18,0.002673254504504505,3.5211508826393114e+18,3.9624117360690264e+16,1.421371753771,1657500000000000.0,1639573241308305.5,17926758691694.49,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154477076407.6714,45522923592.32864,-24.885379244927,18100000000000.0,17898581514617.27,201418485382.72903,1.434620755073
68,3.562455e+18,0.0026745157657657665,3.5228127128731766e+18,3.964228712682525e+16,1.407955689363,1680000000000000.0,1661829891642807.2,18170108357192.6,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154477688229.2085,45522311770.79156,-24.898628246229002,18100000000000.0,17898584149734.68,201415850265.3196,1.421371753771
69,3.5641575e+18,0.0026757939189189194,3.5244967997540884e+18,3.966070024591361e+16,1.394373053371,1702500000000000.0,1684086541977309.2,18413458022690.72,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154478307765.6846,45521692234.3153,-24.912044310637,18100000000000.0,17898586818080.36,201413181919.64154,1.407955689363
70,3.5658825e+18,0.0026770889639639644,3.526203143282006e+18,3.967935671799617e+16,1.380624342688,1725000000000000.0,1706343192311811.0,18656807688188.832,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154478934994.409,45521065005.59082,-24.925626946629002,18100000000000.0,17898589519556.574,201410480443.42484,1.394373053371
71,3.56763e+18,0.0026784009009009012,3.5279317434568883e+18,3.969825654311363e+16,1.366710059538,1747500000000000.0,1728599842646313.0,18900157353686.95,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154479569892.443,45520430107.55705,-24.939375657312,18100000000000.0,17898592254064.53,201407745935.46753,1.380624342688
72,3.5694e+18,0.0026797297297297303,3.5296826002786954e+18,3.9717399721306584e+16,1.352630711424,1770000000000000.0,1750856492980814.8,19143507019185.062,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154480212436.601,45519787563.39904,-24.953289940462,18100000000000.0,17898595021504.37,201404978495.62784,1.366710059538
73,3.5711925e+18,0.002681075450450451,3.5314557137473864e+18,3.973678625261547e+16,1.338386811091,1792500000000000.0,1773113143315316.8,19386856684683.18,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154480862603.4546,45519137396.54554,-24.967369288576002,18100000000000.0,17898597821775.188,201402178224.81345,1.352630711424
74,3.5730075e+18,0.0026824380630630635,3.533251083862921e+18,3.975641613708062e+16,1.323978876477,1815000000000000.0,1795369793649818.5,19630206350181.293,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154481520369.333,45518479630.66734,-24.981613188909,18100000000000.0,17898600654775.027,201399345224.97446,1.338386811091
75,3.574845e+18,0.0026838175675675683,3.5350687106252595e+18,3.977628937474224e+16,1.309407430667,1837500000000000.0,1817626443984320.5,19873556015679.41,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154482185710.3247,45517814289.675,-24.996021123523,18100000000000.0,17898603520400.906,201396479599.0937,1.323978876477
76,3.576705e+18,0.0026852139639639643,3.5369085940343613e+18,3.979640596564039e+16,1.294673001847,1860000000000000.0,1839883094318822.5,20116905681177.523,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154482858602.283,45517141397.716644,-25.010592569333,18100000000000.0,17898606418548.82,201393581451.1774,1.309407430667
77,3.5785875e+18,0.002686627252252253,3.538770734090187e+18,3.981676590981502e+16,1.279776123258,1882500000000000.0,1862139744653324.2,20360255346675.64,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154483539020.824,45516460979.17598,-25.025326998153,18100000000000.0,17898609349113.754,201390650886.2462,1.294673001847
78,3.5804925e+18,0.002688057432432433,3.540655130792696e+18,3.983736920730595e+16,1.264717333153,1905000000000000.0,1884396394987826.2,20603605012173.754,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154484226941.33,45515773058.67004,-25.040223876742,18100000000000.0,17898612311989.676,201387688010.32565,1.279776123258
79,3.58242e+18,0.002689504504504505,3.542561784141849e+18,3.9858215858152856e+16,1.249497174741,1927500000000000.0,1906653045322328.0,20846954677671.87,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154484922338.9526,45515077661.047295,-25.055282666847,18100000000000.0,17898615307069.562,201384692930.43835,1.264717333153
80,3.58437e+18,0.002690968468468469,3.5444906941376067e+18,3.987930586239528e+16,1.234116196151,1950000000000000.0,1928909695656830.0,21090304343169.984,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154485625188.6147,45514374811.384995,-25.070502825259002,18100000000000.0,17898618334245.406,201381665754.59213,1.249497174741
81,3.5863425e+18,0.0026924493243243247,3.546441860779929e+18,3.990063922007265e+16,1.218574950374,1972500000000000.0,1951166345991331.8,21333654008668.1,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154486335465.0127,45513664534.987595,-25.085883803849,18100000000000.0,17898621393408.227,201378606591.77325,1.234116196151
82,3.5883375e+18,0.0026939470720720726,3.5484152840687775e+18,3.992221593122423e+16,1.202873995222,1995000000000000.0,1973422996325833.8,21577003674166.215,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154487053142.616,45512946857.38398,-25.101425049626002,18100000000000.0,17898624484448.066,201375515551.93472,1.218574950374
83,3.590355e+18,0.0026954617117117123,3.5504109640041124e+18,3.994403599588917e+16,1.187013893277,2017500000000000.0,1995679646660335.5,21820353339664.332,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154487778195.675,45512221804.325645,-25.117126004778,18100000000000.0,17898627607254.01,201372392745.9884,1.202873995222
84,3.592395e+18,0.0026969932432432436,3.552428900585895e+18,3.996609941410646e+16,1.170995211843,2040000000000000.0,2017936296994837.5,22063703005162.445,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154488510598.2153,45511489401.78429,-25.132986106723,18100000000000.0,17898630761714.203,201369238285.79437,1.187013893277
85,3.5944575e+18,0.0026985416666666672,3.554469093814086e+18,3.998840618591499e+16,1.154818522896,2062500000000000.0,2040192947329339.2,22307052670660.562,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154489250324.0503,45510749675.949646,-25.149004788157,18100000000000.0,17898633947715.848,201366052284.15216,1.170995211843
86,3.5965425e+18,0.0027001069819819826,3.5565315436886477e+18,4.0010956311353464e+16,1.138484403037,2085000000000000.0,2062449597663841.2,22550402336158.676,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154489997346.7725,45510002653.227165,-25.165181477104,18100000000000.0,17898637165145.21,201362834854.78992,1.154818522896
87,3.59865e+18,0.0027016891891891897,3.5586162502095406e+18,4.003374979046047e+16,1.121993433442,2107500000000000.0,2084706247998343.0,22793752001656.793,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154490751639.764,45509248360.23583,-25.181515596963,18100000000000.0,17898640413887.645,201359586112.35574,1.138484403037
88,3.60078e+18,0.002703288288288289,3.5607232133767265e+18,4.0056786623274456e+16,1.105346199811,2130000000000000.0,2106962898332845.0,23037101667154.906,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154491513176.194,45508486823.80584,-25.198006566558,18100000000000.0,17898643693827.594,201356306172.40744,1.121993433442
89,3.6029325e+18,0.00270490427927928,3.562852433190167e+18,4.008006680983371e+16,1.088543292321,2152500000000000.0,2129219548667346.8,23280451332653.023,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154492281929.024,45507718070.97628,-25.214653800189,18100000000000.0,17898647004848.598,201352995151.4025,1.105346199811
90,3.6051075e+18,0.0027065371621621628,3.5650039096498243e+18,4.010359035017639e+16,1.071585305571,2175000000000000.0,2151476199001848.8,23523800998151.137,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154493057871.007,45506942128.99296,-25.231456707679,18100000000000.0,17898650346833.312,201349653166.6886,1.088543292321
91,3.607305e+18,0.0027081869369369373,3.5671776427556603e+18,4.0127357244340504e+16,1.054472838537,2197500000000000.0,2173732849336350.8,23767150663649.254,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154493840974.694,45506159025.30583,-25.248414694429,18100000000000.0,17898653719663.508,201346280336.49286,1.071585305571
92,3.609525e+18,0.002709853603603604,3.5693736325076367e+18,4.01513674923639e+16,1.037206494519,2220000000000000.0,2195989499670852.5,24010500329147.367,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154494631212.433,45505368787.566956,-25.265527161463,18100000000000.0,17898657123220.086,201342876779.91275,1.054472838537
93,3.6117675e+18,0.0027115371621621626,3.571591878905716e+18,4.017562109428431e+16,1.01978688109,2242500000000000.0,2218246150005354.5,24253849994645.484,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154495428556.372,45504571443.628044,-25.282793505481,18100000000000.0,17898660557383.094,201339442616.90573,1.037206494519
94,3.6140325e+18,0.0027132376126126133,3.5738323819498614e+18,4.020011805013929e+16,1.002214610046,2265000000000000.0,2240502800339856.2,24497199660143.598,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154496232978.462,45503767021.538086,-25.30021311891,18100000000000.0,17898664022031.723,201335977968.27896,1.01978688109
95,3.61632e+18,0.0027149549549549553,3.5760951416400343e+18,4.022485835996625e+16,0.984490297353,2287500000000000.0,2262759450674358.0,24740549325641.715,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154497044450.459,45502955549.54105,-25.317785389954,18100000000000.0,17898667517044.32,201332482955.67932,1.002214610046
96,3.61863e+18,0.00271668918918919,3.578380157976198e+18,4.0249842023802456e+16,0.966614563099,2310000000000000.0,2285016101008860.0,24983898991139.83,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154497862943.9263,45502137056.073494,-25.335509702647002,18100000000000.0,17898671042298.418,201328957701.583,0.984490297353
97,3.6209625e+18,0.002718440315315316,3.5806874309583155e+18,4.0275069041685016e+16,0.948588031438,2332500000000000.0,2307272751343362.0,25227248656637.945,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154498688430.238,45501311569.76224,-25.353385436901,18100000000000.0,17898674597670.715,201325402329.286,0.966614563099
98,3.6233175e+18,0.002720208333333334,3.5830169605863496e+18,4.03005394136509e+16,0.930411330541,2355000000000000.0,2329529401677864.0,25470598322136.06,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154499520880.578,45500479119.421875,-25.371411968562,18100000000000.0,17898678183037.11,201321816962.89285,0.948588031438
99,3.625695e+18,0.002721993243243244,3.5853687468602634e+18,4.03262531397369e+16,0.912085092545,2377500000000000.0,2351786052012365.5,25713947987634.176,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154500360265.9473,45499639734.05246,-25.389588669459002,18100000000000.0,17898681798272.69,201318201727.30682,0.930411330541
100,3.625695e+18,0.002721993243243244,3.585368747077674e+18,4.032625292232653e+16,0.912079635648,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501206557.163,45498793442.83719,-25.407914907455,18100000000000.0,17898685443251.78,201314556748.22012,0.912085092545
101,3.625695e+18,0.002721993243243244,3.585368747295083e+18,4.0326252704917496e+16,0.912074178784,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501206809.158,45498793190.841934,-25.407920364352,18100000000000.0,17898685444337.125,201314555662.87573,0.912079635648
102,3.625695e+18,0.002721993243243244,3.5853687475124905e+18,4.03262524875098e+16,0.912068721954,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501207061.152,45498792938.84822,-25.407925821216,18100000000000.0,17898685445422.465,201314554577.53793,0.912074178784
