,Ocean DIC [1 mol],Ocean DIC [1.0 mol/l],Ocean C^{12$S,Ocean C^{13}$S ,Ocean $\delta^{13}$C [VPDB],Fossil_Fuel_Burning_to_Ocean DIC [1.0 mol/a],Fossil_Fuel_Burning_to_Ocean DIC [C^{12$S],Fossil_Fuel_Burning_to_Ocean DIC [C^{13}$S],Fossil_Fuel_Burning_to_Ocean DIC $\delta^{13}$C [VPDB],Carbonate_Weathering_to_Ocean DIC [1.0 mol/a],Carbonate_Weathering_to_Ocean DIC [C^{12$S],Carbonate_Weathering_to_Ocean DIC [C^{13}$S],Carbonate_Weathering_to_Ocean DIC $\delta^{13}$C [VPDB],Organic_Weathering_to_Ocean DIC [1.0 mol/a],Organic_Weathering_to_Ocean DIC [C^{12$S],Organic_Weathering_to_Ocean DIC [C^{13}$S],Organic_Weathering_to_Ocean DIC $\delta^{13}$C [VPDB],Volcanic_to_Ocean DIC [1.0 mol/a],Volcanic_to_Ocean DIC [C^{12$S],Volcanic_to_Ocean DIC [C^{13}$S],Volcanic_to_Ocean DIC $\delta^{13}$C [VPDB],Ocean_to_OM_burial DIC [1.0 mol/a],Ocean_to_OM_burial DIC [C^{12$S],Ocean_to_OM_burial DIC [C^{13}$S],Ocean_to_OM_burial DIC $\delta^{13}$C [VPDB],Ocean_to_Carbonate_burial DIC [1.0 mol/a],Ocean_to_Carbonate_burial DIC [C^{12$S],Ocean_to_Carbonate_burial DIC [C^{13}$S],Ocean_to_Carbonate_burial DIC $\delta^{13}$C [VPDB]
103,3.625695e+18,0.002721993243243244,3.585368747729897e+18,4.032625227010345e+16,0.912063265158,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501207313.1436,45498792686.85606,-25.407931278046,18100000000000.0,17898685446507.793,201314553492.20685,0.912068721954
104,3.625695e+18,0.002721993243243244,3.585368747947302e+18,4.032625205269843e+16,0.912057808396,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501207565.135,45498792434.86547,-25.407936734842,18100000000000.0,17898685447593.117,201314552406.88254,0.912063265158
105,3.625695e+18,0.002721993243243244,3.585368748164706e+18,4.032625183529475e+16,0.912052351667,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501207817.1235,45498792182.87645,-25.407942191604,18100000000000.0,17898685448678.434,201314551321.565,0.912057808396
106,3.625695e+18,0.002721993243243244,3.585368748382108e+18,4.032625161789241e+16,0.912046894971,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501208069.111,45498791930.888954,-25.407947648333,18100000000000.0,17898685449763.746,201314550236.25406,0.912052351667
107,3.625695e+18,0.002721993243243244,3.585368748599509e+18,4.03262514004914e+16,0.912041438309,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501208321.097,45498791678.90299,-25.407953105029,18100000000000.0,17898685450849.05,201314549150.94968,0.912046894971
108,3.625695e+18,0.002721993243243244,3.585368748816909e+18,4.032625118309173e+16,0.912035981681,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501208573.0815,45498791426.918594,-25.407958561691,18100000000000.0,17898685451934.348,201314548065.65198,0.912041438309
109,3.625695e+18,0.002721993243243244,3.585368749034307e+18,4.03262509656934e+16,0.912030525086,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501208825.064,45498791174.93576,-25.407964018319,18100000000000.0,17898685453019.637,201314546980.36115,0.912035981681
110,3.625695e+18,0.002721993243243244,3.5853687492517043e+18,4.032625074829641e+16,0.912025068525,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501209077.0454,45498790922.95446,-25.407969474914,18100000000000.0,17898685454104.92,201314545895.07678,0.912030525086
111,3.625695e+18,0.002721993243243244,3.5853687494691e+18,4.032625053090075e+16,0.912019611997,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501209329.0254,45498790670.974724,-25.407974931475,18100000000000.0,17898685455190.2,201314544809.79926,0.912025068525
112,3.625695e+18,0.002721993243243244,3.585368749686494e+18,4.032625031350643e+16,0.912014155503,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501209581.0034,45498790418.99651,-25.407980388003,18100000000000.0,17898685456275.473,201314543724.52823,0.912019611997
113,3.625695e+18,0.002721993243243244,3.5853687499038874e+18,4.032625009611345e+16,0.912008699042,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501209832.98,45498790167.019875,-25.407985844497,18100000000000.0,17898685457360.734,201314542639.26404,0.912014155503
114,3.625695e+18,0.002721993243243244,3.585368750121279e+18,4.03262498787218e+16,0.912003242615,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501210084.9556,45498789915.044754,-25.407991300958,18100000000000.0,17898685458445.996,201314541554.00638,0.912008699042
115,3.625695e+18,0.002721993243243244,3.585368750338669e+18,4.032624966133149e+16,0.911997786222,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501210336.929,45498789663.07121,-25.407996757385,18100000000000.0,17898685459531.246,201314540468.75546,0.912003242615
116,3.625695e+18,0.002721993243243244,3.585368750556058e+18,4.032624944394252e+16,0.911992329862,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501210588.9004,45498789411.09923,-25.408002213778,18100000000000.0,17898685460616.49,201314539383.51132,0.911997786222
117,3.625695e+18,0.002721993243243244,3.5853687507734456e+18,4.032624922655489e+16,0.911986873536,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501210840.871,45498789159.128784,-25.408007670138,18100000000000.0,17898685461701.727,201314538298.27377,0.911992329862
118,3.625695e+18,0.002721993243243244,3.585368750990832e+18,4.032624900916859e+16,0.911981417243,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501211092.8403,45498788907.1599,-25.408013126464,18100000000000.0,17898685462786.957,201314537213.04288,0.911986873536
119,3.625695e+18,0.002721993243243244,3.585368751208217e+18,4.032624879178363e+16,0.911975960984,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501211344.8076,45498788655.192535,-25.408018582757002,18100000000000.0,17898685463872.184,201314536127.8187,0.911981417243
120,3.625695e+18,0.002721993243243244,3.5853687514256005e+18,4.032624857440001e+16,0.911970504758,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501211596.773,45498788403.226746,-25.408024039016,18100000000000.0,17898685464957.4,201314535042.60117,0.911975960984
121,3.625695e+18,0.002721993243243244,3.585368751642983e+18,4.032624835701772e+16,0.911965048566,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501211848.738,45498788151.26249,-25.408029495242,18100000000000.0,17898685466042.61,201314533957.39023,0.911970504758
122,3.625695e+18,0.002721993243243244,3.585368751860364e+18,4.0326248139636776e+16,0.911959592408,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501212100.7,45498787899.29978,-25.408034951434,18100000000000.0,17898685467127.812,201314532872.18604,0.911965048566
123,3.625695e+18,0.002721993243243244,3.5853687520777436e+18,4.032624792225717e+16,0.911954136283,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501212352.661,45498787647.33866,-25.408040407592,18100000000000.0,17898685468213.01,201314531786.98865,0.911959592408
124,3.625695e+18,0.002721993243243244,3.585368752295122e+18,4.03262477048789e+16,0.911948680191,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501212604.6206,45498787395.37906,-25.408045863717,18100000000000.0,17898685469298.203,201314530701.79782,0.911954136283
125,3.625695e+18,0.002721993243243244,3.5853687525124987e+18,4.032624748750196e+16,0.911943224134,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501212856.579,45498787143.42098,-25.408051319809,18100000000000.0,17898685470383.387,201314529616.6135,0.911948680191
126,3.625695e+18,0.002721993243243244,3.5853687527298744e+18,4.032624727012636e+16,0.911937768109,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501213108.5356,45498786891.46453,-25.408056775866,18100000000000.0,17898685471468.562,201314528531.43622,0.911943224134
127,3.625695e+18,0.002721993243243244,3.5853687529472486e+18,4.03262470527521e+16,0.911932312119,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501213360.49,45498786639.509544,-25.408062231891,18100000000000.0,17898685472553.734,201314527446.26526,0.911937768109
128,3.625695e+18,0.002721993243243244,3.5853687531646213e+18,4.032624683537917e+16,0.911926856161,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501213612.444,45498786387.55618,-25.408067687881,18100000000000.0,17898685473638.9,201314526361.10126,0.911932312119
129,3.625695e+18,0.002721993243243244,3.585368753381993e+18,4.032624661800758e+16,0.911921400238,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501213864.396,45498786135.60429,-25.408073143839,18100000000000.0,17898685474724.06,201314525275.94366,0.911926856161
130,3.625695e+18,0.002721993243243244,3.585368753599363e+18,4.0326246400637336e+16,0.911915944348,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501214116.346,45498785883.654015,-25.408078599762,18100000000000.0,17898685475809.207,201314524190.79297,0.911921400238
131,3.625695e+18,0.002721993243243244,3.585368753816732e+18,4.0326246183268424e+16,0.911910488492,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501214368.295,45498785631.70527,-25.408084055652,18100000000000.0,17898685476894.35,201314523105.6489,0.911915944348
132,3.625695e+18,0.002721993243243244,3.5853687540340997e+18,4.032624596590085e+16,0.911905032669,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501214620.242,45498785379.75809,-25.408089511508,18100000000000.0,17898685477979.49,201314522020.51154,0.911910488492
133,3.625695e+18,0.002721993243243244,3.5853687542514657e+18,4.032624574853461e+16,0.91189957688,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501214872.1875,45498785127.81243,-25.408094967331,18100000000000.0,17898685479064.617,201314520935.38074,0.911905032669
134,3.625695e+18,0.002721993243243244,3.5853687544688307e+18,4.0326245531169704e+16,0.911894121124,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501215124.1313,45498784875.86834,-25.40810042312,18100000000000.0,17898685480149.742,201314519850.25677,0.91189957688
135,3.625695e+18,0.002721993243243244,3.585368754686194e+18,4.0326245313806136e+16,0.911888665401,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501215376.074,45498784623.92579,-25.408105878876,18100000000000.0,17898685481234.86,201314518765.1393,0.911894121124
136,3.625695e+18,0.002721993243243244,3.5853687549035566e+18,4.03262450964439e+16,0.911883209713,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501215628.015,45498784371.98474,-25.408111334599,18100000000000.0,17898685482319.973,201314517680.02844,0.911888665401
137,3.625695e+18,0.002721993243243244,3.5853687551209175e+18,4.0326244879083016e+16,0.911877754058,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501215879.955,45498784120.04533,-25.408116790287,18100000000000.0,17898685483405.08,201314516594.92447,0.911883209713
138,3.625695e+18,0.002721993243243244,3.585368755338277e+18,4.0326244661723464e+16,0.911872298436,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501216131.8926,45498783868.10743,-25.408122245942,18100000000000.0,17898685484490.17,201314515509.8271,0.911877754058
139,3.625695e+18,0.002721993243243244,3.585368755555635e+18,4.032624444436525e+16,0.911866842848,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501216383.829,45498783616.17105,-25.408127701564002,18100000000000.0,17898685485575.266,201314514424.73633,0.911872298436
140,3.625695e+18,0.002721993243243244,3.585368755772992e+18,4.032624422700837e+16,0.911861387294,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501216635.7637,45498783364.23625,-25.408133157152,18100000000000.0,17898685486660.348,201314513339.65228,0.911866842848
141,3.625695e+18,0.002721993243243244,3.585368755990348e+18,4.0326244009652824e+16,0.911855931773,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501216887.6973,45498783112.303024,-25.408138612706,18100000000000.0,17898685487745.426,201314512254.575,0.911861387294
142,3.625695e+18,0.002721993243243244,3.585368756207702e+18,4.0326243792298616e+16,0.911850476286,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501217139.6284,45498782860.37131,-25.408144068227,18100000000000.0,17898685488830.496,201314511169.5043,0.911855931773
143,3.625695e+18,0.002721993243243244,3.5853687564250547e+18,4.032624357494574e+16,0.911845020832,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501217391.559,45498782608.44118,-25.408149523714002,18100000000000.0,17898685489915.56,201314510084.44037,0.911850476286
144,3.625695e+18,0.002721993243243244,3.5853687566424064e+18,4.032624335759421e+16,0.911839565412,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501217643.488,45498782356.512566,-25.408154979168,18100000000000.0,17898685491000.617,201314508999.383,0.911845020832
145,3.625695e+18,0.002721993243243244,3.5853687568597565e+18,4.032624314024402e+16,0.911834110025,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501217895.4146,45498782104.58552,-25.408160434588,18100000000000.0,17898685492085.668,201314507914.3323,0.911839565412
146,3.625695e+18,0.002721993243243244,3.585368757077105e+18,4.032624292289516e+16,0.911828654672,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501218147.34,45498781852.65999,-25.408165889975,18100000000000.0,17898685493170.71,201314506829.28827,0.911834110025
147,3.625695e+18,0.002721993243243244,3.5853687572944527e+18,4.032624270554764e+16,0.911823199353,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501218399.2637,45498781600.73604,-25.408171345328,18100000000000.0,17898685494255.75,201314505744.251,0.911828654672
148,3.625695e+18,0.002721993243243244,3.585368757511799e+18,4.032624248820146e+16,0.911817744067,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501218651.1865,45498781348.81366,-25.408176800647,18100000000000.0,17898685495340.78,201314504659.22043,0.911823199353
149,3.625695e+18,0.002721993243243244,3.585368757729144e+18,4.032624227085661e+16,0.911812288814,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501218903.107,45498781096.8928,-25.408182255933,18100000000000.0,17898685496425.805,201314503574.19647,0.911817744067
150,3.625695e+18,0.002721993243243244,3.5853687579464873e+18,4.0326242053513096e+16,0.911806833596,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501219155.0264,45498780844.973465,-25.408187711186,18100000000000.0,17898685497510.82,201314502489.17905,0.911812288814
151,3.625695e+18,0.002721993243243244,3.585368758163829e+18,4.032624183617092e+16,0.911801378411,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501219406.9443,45498780593.05575,-25.408193166404,18100000000000.0,17898685498595.832,201314501404.16864,0.911806833596
152,3.625695e+18,0.002721993243243244,3.58536875838117e+18,4.032624161883008e+16,0.911795923259,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501219658.8604,45498780341.13956,-25.408198621589,18100000000000.0,17898685499680.836,201314500319.16473,0.911801378411
153,3.625695e+18,0.002721993243243244,3.5853687585985096e+18,4.0326241401490584e+16,0.911790468141,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501219910.775,45498780089.22489,-25.408204076741,18100000000000.0,17898685500765.832,201314499234.1674,0.911795923259
154,3.625695e+18,0.002721993243243244,3.585368758815848e+18,4.0326241184152424e+16,0.911785013056,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501220162.688,45498779837.31178,-25.408209531859,18100000000000.0,17898685501850.824,201314498149.17685,0.911790468141
155,3.625695e+18,0.002721993243243244,3.585368759033185e+18,4.03262409668156e+16,0.911779558005,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501220414.6,45498779585.40021,-25.408214986944,18100000000000.0,17898685502935.81,201314497064.19287,0.911785013056
156,3.625695e+18,0.002721993243243244,3.58536875925052e+18,4.032624074948011e+16,0.911774102988,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501220666.51,45498779333.49021,-25.408220441995,18100000000000.0,17898685504020.785,201314495979.21567,0.911779558005
157,3.625695e+18,0.002721993243243244,3.5853687594678543e+18,4.032624053214596e+16,0.911768648004,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501220918.418,45498779081.581764,-25.408225897012,18100000000000.0,17898685505105.754,201314494894.24515,0.911774102988
158,3.625695e+18,0.002721993243243244,3.585368759685187e+18,4.0326240314813144e+16,0.911763193053,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501221170.325,45498778829.674866,-25.408231351996,18100000000000.0,17898685506190.72,201314493809.28125,0.911768648004
159,3.625695e+18,0.002721993243243244,3.585368759902519e+18,4.032624009748166e+16,0.911757738136,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501221422.2305,45498778577.76947,-25.408236806947,18100000000000.0,17898685507275.676,201314492724.3239,0.911763193053
160,3.625695e+18,0.002721993243243244,3.585368760119849e+18,4.032623988015152e+16,0.911752283253,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501221674.1343,45498778325.86566,-25.408242261864,18100000000000.0,17898685508360.625,201314491639.3733,0.911757738136
161,3.625695e+18,0.002721993243243244,3.5853687603371776e+18,4.032623966282271e+16,0.911746828403,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501221926.0366,45498778073.96341,-25.408247716747,18100000000000.0,17898685509445.57,201314490554.4295,0.911752283253
162,3.625695e+18,0.002721993243243244,3.585368760554505e+18,4.032623944549525e+16,0.911741373587,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501222177.9375,45498777822.06268,-25.408253171597,18100000000000.0,17898685510530.508,201314489469.49228,0.911746828403
163,3.625695e+18,0.002721993243243244,3.5853687607718313e+18,4.032623922816912e+16,0.911735918805,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501222429.837,45498777570.163536,-25.408258626413,18100000000000.0,17898685511615.438,201314488384.56174,0.911741373587
