,Ocean_DIC_[mmol],Ocean_C^{12$S,Ocean_C^{13}$S ,Ocean_$\delta^{13}$C [VPDB],Fossil_Fuel_Burning_to_Ocean_DIC_[mmol/yr],Fossil_Fuel_Burning_to_Ocean_DIC_C^{12$S,Fossil_Fuel_Burning_to_Ocean_DIC_C^{13}$S,"Fossil_Fuel_Burning_to_Ocean_DIC_$\delta^{13}$C, [VPDB]",Carbonate_Weathering_to_Ocean_DIC_[mmol/yr],Carbonate_Weathering_to_Ocean_DIC_C^{12$S,Carbonate_Weathering_to_Ocean_DIC_C^{13}$S,"Carbonate_Weathering_to_Ocean_DIC_$\delta^{13}$C, [VPDB]",Organic_Weathering_to_Ocean_DIC_[mmol/yr],Organic_Weathering_to_Ocean_DIC_C^{12$S,Organic_Weathering_to_Ocean_DIC_C^{13}$S,"Organic_Weathering_to_Ocean_DIC_$\delta^{13}$C, [VPDB]",Volcanic_to_Ocean_DIC_[mmol/yr],Volcanic_to_Ocean_DIC_C^{12$S,Volcanic_to_Ocean_DIC_C^{13}$S,"Volcanic_to_Ocean_DIC_$\delta^{13}$C, [VPDB]",Ocean_to_OM_burial_DIC_[mmol/yr],Ocean_to_OM_burial_DIC_C^{12$S,Ocean_to_OM_burial_DIC_C^{13}$S,"Ocean_to_OM_burial_DIC_$\delta^{13}$C, [VPDB]",Ocean_to_Carbonate_burial_DIC_[mmol/yr],Ocean_to_Carbonate_burial_DIC_C^{12$S,Ocean_to_Carbonate_burial_DIC_C^{13}$S,"Ocean_to_Carbonate_burial_DIC_$\delta^{13}$C, [VPDB]"
10,3.496125e+18,3.45727677561768e+18,3.884822438231998e+16,-0.04855071511250383,660000000000000.0,652861743145388.6,7138256854611.38,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-19.999999999999908,6000000000000.0,5933655712408.382,66344287591.61808,-5.0000000000001315,4200000000000.0,4154545333378.194,45454666621.806015,-26.363460534842613,18100000000000.0,17898866853395.027,201133146604.9706,0.0
11,3.496792e+18,3.4579365616436787e+18,3.885543835632108e+16,-0.053692925520410176,667000000000000.0,659786034360567.0,7213965639433.016,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-19.999999999999908,6000000000000.0,5933655712408.382,66344287591.61808,-5.0000000000001315,4200000000000.0,4154545568443.7583,45454431556.24161,-26.368550715112505,18100000000000.0,17898866853395.027,201133146604.9706,0.0
12,3.497466e+18,3.4586032719606554e+18,3.886272803934446e+16,-0.05888710534205653,674000000000000.0,666710325575745.4,7289674424254.651,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-19.999999999999908,6000000000000.0,5933655712408.382,66344287591.61808,-5.0000000000001315,4200000000000.0,4154545805912.1123,45454194087.887794,-26.37369292552041,18100000000000.0,17898866853395.027,201133146604.9706,0.0
13,3.498147e+18,3.459276906568607e+18,3.8870093431392536e+16,-0.06413319327581149,681000000000000.0,673634616790923.6,7365383209076.287,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-19.999999999999908,6000000000000.0,5933655712408.382,66344287591.61808,-5.0000000000001315,4200000000000.0,4154546045780.452,45453954219.548,-26.378887105342212,18100000000000.0,17898866853395.027,201133146604.9706,0.0
14,3.498835e+18,3.4599574654675323e+18,3.88775345324677e+16,-0.06943112744392257,688000000000000.0,680558908006102.0,7441091993897.923,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-19.999999999999908,6000000000000.0,5933655712408.382,66344287591.61808,-5.0000000000001315,4200000000000.0,4154546288045.9478,45453711954.052345,-26.38413319327581,18100000000000.0,17898866853395.027,201133146604.9706,0.0
15,3.49953e+18,3.4606449486574275e+18,3.8885051342572344e+16,-0.07478084539514052,695000000000000.0,687483199221280.4,7516800778719.56,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-19.999999999999908,6000000000000.0,5933655712408.382,66344287591.61808,-5.0000000000001315,4200000000000.0,4154546532705.7427,45453467294.257484,-26.389431127444077,18100000000000.0,17898866853395.027,201133146604.9706,0.0
16,3.500232e+18,3.4613393561382907e+18,3.889264386170886e+16,-0.08018228410579994,702000000000000.0,694407490436458.8,7592509563541.195,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-19.999999999999908,6000000000000.0,5933655712408.382,66344287591.61808,-5.0000000000001315,4200000000000.0,4154546779756.9536,45453220243.04661,-26.394780845394987,18100000000000.0,17898866853395.027,201133146604.9706,0.0
17,3.500941e+18,3.46204068791012e+18,3.890031208987964e+16,-0.08563537998275243,709000000000000.0,701331781651637.1,7668218348362.83,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-19.999999999999908,6000000000000.0,5933655712408.382,66344287591.61808,-5.0000000000001315,4200000000000.0,4154547029196.671,45452970803.32931,-26.400182284105647,18100000000000.0,17898866853395.027,201133146604.9706,0.0
18,3.501657e+18,3.4627489439729126e+18,3.8908056027087064e+16,-0.09114006886336647,716000000000000.0,708256072866815.5,7743927133184.466,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-19.999999999999908,6000000000000.0,5933655712408.382,66344287591.61808,-5.0000000000001315,4200000000000.0,4154547281021.9585,45452718978.04145,-26.4056353799826,18100000000000.0,17898866853395.027,201133146604.9706,0.0
19,3.50238e+18,3.463464124326666e+18,3.891587567333352e+16,-0.09669628601876938,723000000000000.0,715180364081993.9,7819635918006.102,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-19.999999999999908,6000000000000.0,5933655712408.382,66344287591.61808,-5.0000000000001315,4200000000000.0,4154547535229.8545,45452464770.145226,-26.411140068863368,18100000000000.0,17898866853395.027,201133146604.9706,0.0
20,3.50311e+18,3.464186228971378e+18,3.8923771028621384e+16,-0.10230396615569975,730000000000000.0,722104655297172.2,7895344702827.737,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-19.999999999999908,6000000000000.0,5933655712408.382,66344287591.61808,-5.0000000000001315,4200000000000.0,4154547791817.371,45452208182.62896,-26.416696286018922,18100000000000.0,17898866853395.027,201133146604.9706,0.0
21,3.503867e+18,3.4649350415962327e+18,3.893195840376681e+16,-0.10811658849002581,757000000000000.0,748812635698574.5,8187364301425.476,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-19.999999999999908,6000000000000.0,5933655712408.382,66344287591.61808,-5.0000000000001315,4200000000000.0,4154548050781.493,45451949218.50704,-26.422303966155855,18100000000000.0,17898866853395.027,201133146604.9706,0.0
22,3.504651e+18,3.46571056220122e+18,3.8940437798779256e+16,-0.11413388555196995,784000000000000.0,775520616099976.8,8479383900023.214,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-19.999999999999908,6000000000000.0,5933655712408.382,66344287591.61808,-5.0000000000001315,4200000000000.0,4154548319209.933,45451680790.06727,-26.428116588490028,18100000000000.0,17898866853395.027,201133146604.9706,0.0
23,3.505462e+18,3.466512790786331e+18,3.8949209213668184e+16,-0.12035558064625271,811000000000000.0,802228596501379.0,8771403498620.952,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-19.999999999999908,6000000000000.0,5933655712408.382,66344287591.61808,-5.0000000000001315,4200000000000.0,4154548597090.3423,45451402909.657776,-26.434133885552125,18100000000000.0,17898866853395.027,201133146604.9706,0.0
24,3.5063e+18,3.467341727351556e+18,3.895827264844303e+16,-0.12678138788281304,838000000000000.0,828936576902781.2,9063423097218.691,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-19.999999999999908,6000000000000.0,5933655712408.382,66344287591.61808,-5.0000000000001315,4200000000000.0,4154548884409.9473,45451115590.052666,-26.44035558064625,18100000000000.0,17898866853395.027,201133146604.9706,0.0
25,3.507165e+18,3.468197371896886e+18,3.8967628103113224e+16,-0.13341101220999854,865000000000000.0,855644557304183.5,9355442695816.43,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-19.999999999999908,6000000000000.0,5933655712408.382,66344287591.61808,-5.0000000000001315,4200000000000.0,4154549181155.55,45450818844.4505,-26.44678138788281,18100000000000.0,17898866853395.027,201133146604.9706,0.0
26,3.508057e+18,3.469079724422311e+18,3.897727557768817e+16,-0.14024414944837324,892000000000000.0,882352537705585.8,9647462294414.168,-27.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-19.999999999999908,6000000000000.0,5933655712408.382,66344287591.61808,-5.0000000000001315,4200000000000.0,4154549487313.527,45450512686.47279,-26.453411012209845,18100000000000.0,17898866853395.027,201133146604.9706,0.0
