Ocean Time [a],Ocean DIC [mol],Ocean C^{12}$S [mol],Ocean C^{13}$S [mol],Ocean $\delta^{13}$C [[DIC]],Ocean DIC [mol/l],Fossil_Fuel_Burning_2_Ocean_Flux DIC [mol/a],Fossil_Fuel_Burning_2_Ocean_Flux DIC [C^{12}$S],Fossil_Fuel_Burning_2_Ocean_Flux DIC [C^{13}$S],Fossil_Fuel_Burning_2_Ocean_Flux DIC $\delta^{13}$C [[DIC]],Carbonate_Weathering_2_Ocean_Flux DIC [mol/a],Carbonate_Weathering_2_Ocean_Flux DIC [C^{12}$S],Carbonate_Weathering_2_Ocean_Flux DIC [C^{13}$S],Carbonate_Weathering_2_Ocean_Flux DIC $\delta^{13}$C [[DIC]],Organic_Weathering_2_Ocean_Flux DIC [mol/a],Organic_Weathering_2_Ocean_Flux DIC [C^{12}$S],Organic_Weathering_2_Ocean_Flux DIC [C^{13}$S],Organic_Weathering_2_Ocean_Flux DIC $\delta^{13}$C [[DIC]],Volcanic_2_Ocean_Flux DIC [mol/a],Volcanic_2_Ocean_Flux DIC [C^{12}$S],Volcanic_2_Ocean_Flux DIC [C^{13}$S],Volcanic_2_Ocean_Flux DIC $\delta^{13}$C [[DIC]],Ocean_2_OM_burial_Flux DIC [mol/a],Ocean_2_OM_burial_Flux DIC [C^{12}$S],Ocean_2_OM_burial_Flux DIC [C^{13}$S],Ocean_2_OM_burial_Flux DIC $\delta^{13}$C [[DIC]],Ocean_2_Carbonate_burial_Flux DIC [mol/a],Ocean_2_Carbonate_burial_Flux DIC [C^{12}$S],Ocean_2_Carbonate_burial_Flux DIC [C^{13}$S],Ocean_2_Carbonate_burial_Flux DIC $\delta^{13}$C [[DIC]]
37,3.4632114166666665e+18,3.4246509834833536e+18,3.856043318331274e+16,1.9994328905533763,0.0026000085710710715,416666666666.66705,412164772864.63043,4501893802.036621,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453423686.5576,45546576313.44238,-24.37317634892238,18100000000000.0,17898469175615.31,201530824384.6914,1.9994491527782825
38,3.463211833333333e+18,3.4246513961295836e+18,3.856043720374963e+16,1.9994166284465655,0.002600008883883884,416666666666.66705,412164772864.63043,4501893802.036621,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453424417.752,45546575582.24805,-24.373192183125433,18100000000000.0,17898469178849.688,201530821150.3125,1.9994328905675787
39,3.4632122499999995e+18,3.4246518087758095e+18,3.856044122419049e+16,1.9994003664478162,0.002600009196696697,416666666666.66705,412164772864.63043,4501893802.036621,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453425148.942,45546574851.058105,-24.37320801723324,18100000000000.0,17898469182084.05,201530817915.94922,1.9994166284354506
40,3.4632127499999995e+18,3.4246523038549857e+18,3.856044614501407e+16,1.99938338245849,0.0026000095720720724,500000000000.0,494597727437.556,5402272562.44397,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453425880.126,45546574119.87402,-24.373223851214302,18100000000000.0,17898469185318.387,201530814681.61328,1.9994003664408695
41,3.4632132499999995e+18,3.424652798934158e+18,3.85604510658418e+16,1.9993663985827823,0.0026000099474474477,500000000000.0,494597727437.556,5402272562.44397,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453426643.7725,45546573356.22754,-24.373240388177035,18100000000000.0,17898469188696.32,201530811303.6797,1.9993833824481468
42,3.4632137499999995e+18,3.424653294013326e+18,3.856045598667366e+16,1.9993494148206936,0.002600010322822823,500000000000.0,494597727437.556,5402272562.44397,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453427407.414,45546572592.58594,-24.37325692503402,18100000000000.0,17898469192074.227,201530807925.77344,1.9993663985928165
43,3.4632142499999995e+18,3.4246537890924897e+18,3.856046090750967e+16,1.9993324311725322,0.0026000106981981983,500000000000.0,494597727437.556,5402272562.44397,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453428171.05,45546571828.950195,-24.373273461764114,18100000000000.0,17898469195452.117,201530804547.8828,1.9993494148162168
44,3.4632147499999995e+18,3.4246542841716495e+18,3.856046582834982e+16,1.9993154476379895,0.0026000110735735736,500000000000.0,494597727437.556,5402272562.44397,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453428934.681,45546571065.31885,-24.373289998398956,18100000000000.0,17898469198829.98,201530801170.01953,1.999332431177009
45,3.4632152499999995e+18,3.424654779250805e+18,3.856047074919412e+16,1.9992984642173743,0.002600011448948949,500000000000.0,494597727437.556,5402272562.44397,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453429698.308,45546570301.691895,-24.373306534938706,18100000000000.0,17898469202207.824,201530797792.17578,1.9993154476359827
46,3.463215833333333e+18,3.424655356762911e+18,3.856047657042131e+16,1.9992807588143642,0.002600011886886887,583333333333.333,577030682010.4817,6302651322.851318,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453430461.929,45546569538.0708,-24.373323071351564,18100000000000.0,17898469205585.645,201530794414.35547,1.9992984642128977
47,3.4632164166666665e+18,3.424655934275013e+18,3.8560482391652824e+16,1.9992630535309932,0.002600012324824825,583333333333.333,577030682010.4817,6302651322.851318,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453431258.0127,45546568741.987305,-24.373340310746087,18100000000000.0,17898469209107.055,201530790892.9453,1.9992807588310364
48,3.463217e+18,3.4246565117871104e+18,3.856048821288866e+16,1.9992453483669528,0.002600012762762763,583333333333.333,577030682010.4817,6302651322.851318,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453432054.091,45546567945.90918,-24.373357550024362,18100000000000.0,17898469212628.445,201530787371.5547,1.9992630535473568
49,3.4632176666666665e+18,3.424657171732158e+18,3.856049493450756e+16,1.9992269212282359,0.0026000132632632636,666666666666.667,659463636583.4083,7203030083.258667,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453432850.163,45546567149.836914,-24.373374789175752,18100000000000.0,17898469216149.81,201530783850.1914,1.9992453484010693
50,3.463218333333333e+18,3.4246578316772014e+18,3.856050165613096e+16,1.9992084942145614,0.002600013763763764,666666666666.667,659463636583.4083,7203030083.258667,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453433678.6973,45546566321.302734,-24.373392731298303,18100000000000.0,17898469219814.77,201530780185.23047,1.999226921256795
51,3.4632191666666665e+18,3.4246586564881495e+18,3.8560510178516376e+16,1.9991886231402307,0.00260001438938939,833333333333.333,824329545729.2598,9003787604.073242,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453434507.227,45546565492.77295,-24.373410673325612,18100000000000.0,17898469223479.707,201530776520.29297,1.9992084942304618
52,3.4632199166666665e+18,3.424659398866138e+18,3.856051780052787e+16,1.9991694742949837,0.0026000149524524527,750000000000.0,741896591156.3341,8103408843.665894,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453435400.6855,45546564599.31445,-24.373430021401163,18100000000000.0,17898469227431.848,201530772568.15234,1.999188623168481
53,3.4632206666666665e+18,3.424660141244122e+18,3.856052542254404e+16,1.9991503255806453,0.002600015515515516,750000000000.0,741896591156.3341,8103408843.665894,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453436261.671,45546563738.3291,-24.373448666262092,18100000000000.0,17898469231240.348,201530768759.65234,1.9991694743207642
54,3.4632214166666665e+18,3.4246608836221015e+18,3.856053304456488e+16,1.9991311769975242,0.002600016078578579,750000000000.0,741896591156.3341,8103408843.665894,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453437122.6494,45546562877.350586,-24.373467310975137,18100000000000.0,17898469235048.824,201530764951.17578,1.9991503255909884
55,3.46322225e+18,3.4246617084330307e+18,3.856054156696915e+16,1.9991113064550097,0.0026000167042042046,833333333333.333,824329545729.2598,9003787604.073242,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453437983.6226,45546562016.37744,-24.37348595557178,18100000000000.0,17898469238857.273,201530761142.72656,1.9991311769986049
56,3.4632230833333335e+18,3.4246625332439547e+18,3.8560550089378264e+16,1.999091436049424,0.0026000173298298306,833333333333.333,824329545729.2598,9003787604.073242,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453438877.0566,45546561122.94336,-24.373505303118602,18100000000000.0,17898469242809.312,201530757190.6875,1.9991113064474453
57,3.463223916666667e+18,3.424663358054874e+18,3.856055861179222e+16,1.9990715657806133,0.002600017955455456,833333333333.333,824329545729.2598,9003787604.073242,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453439770.4844,45546560229.515625,-24.37352465052772,18100000000000.0,17898469246761.316,201530753238.6836,1.9990914360730432
58,3.4632247500000005e+18,3.4246641828657884e+18,3.856056713421103e+16,1.999051695648886,0.002600018581081082,833333333333.333,824329545729.2598,9003787604.073242,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453440663.9067,45546559336.09326,-24.37354399782075,18100000000000.0,17898469250713.3,201530749286.69922,1.9990715657968225
59,3.463225583333334e+18,3.424665007676698e+18,3.856057565663468e+16,1.9990318256539334,0.0026000192067067076,833333333333.333,824329545729.2598,9003787604.073242,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453441557.322,45546558442.67822,-24.37356334495493,18100000000000.0,17898469254665.254,201530745334.7461,1.9990516956777538
60,3.4632265000000005e+18,3.4246659149205576e+18,3.856058507944194e+16,1.9990112337086954,0.002600019894894896,916666666666.667,906762500302.1864,9904166364.48059,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453442450.731,45546557549.26904,-24.37358269196237,18100000000000.0,17898469258617.184,201530741382.8164,1.9990318256766262
61,3.463227416666667e+18,3.424666822164412e+18,3.8560594502254216e+16,1.998990641906407,0.0026000205830830837,916666666666.667,906762500302.1864,9904166364.48059,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453443376.6016,45546556623.39844,-24.373602741930334,18100000000000.0,17898469262712.7,201530737287.30078,1.9990112337363282
62,3.4632283333333335e+18,3.424667729408261e+18,3.856060392507151e+16,1.9989700502469139,0.002600021271271272,916666666666.667,906762500302.1864,9904166364.48059,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453444302.466,45546555697.53418,-24.373622791760898,18100000000000.0,17898469266808.188,201530733191.8125,1.9989906419334222
63,3.46322925e+18,3.424668636652105e+18,3.856061334789383e+16,1.9989494587303702,0.00260002195945946,916666666666.667,906762500302.1864,9904166364.48059,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453445228.3237,45546554771.67627,-24.37364284145392,18100000000000.0,17898469270903.65,201530729096.35156,1.998970050268063
64,3.46323025e+18,3.424669626328899e+18,3.856062367109994e+16,1.9989281452723406,0.0026000227102102105,1000000000000.0,989195454875.112,10804545124.88794,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453446154.1743,45546553845.82568,-24.373662890988395,18100000000000.0,17898469274999.08,201530725000.92188,1.9989494587598555
65,3.4632313333333335e+18,3.424670698438642e+18,3.856063489468999e+16,1.9989061098794627,0.0026000235235235244,1083333333333.33,1071628409448.0348,11704923885.295166,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453447112.4863,45546552887.51367,-24.373683643483393,18100000000000.0,17898469279238.098,201530720761.90234,1.9989281452928722
66,3.4632325e+18,3.4246718529813345e+18,3.8560647018664184e+16,1.9988833525588379,0.0026000243993994,1166666666666.67,1154061364020.9673,12605302645.702637,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453448103.2573,45546551896.742676,-24.373705098886116,18100000000000.0,17898469283620.695,201530716379.3047,1.9989061099260834
67,3.4632336666666665e+18,3.424673007524021e+18,3.856065914264393e+16,1.9988605953993788,0.002600025275275276,1166666666666.67,1154061364020.9673,12605302645.702637,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453449126.49,45546550873.509766,-24.37372725726001,18100000000000.0,17898469288146.887,201530711853.11328,1.998883352580759
68,3.463234833333333e+18,3.424674162066703e+18,3.8560671266629224e+16,1.9988378384012397,0.0026000261511511516,1166666666666.67,1154061364020.9673,12605302645.702637,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453450149.714,45546549850.28613,-24.373749415432904,18100000000000.0,17898469292673.04,201530707326.96094,1.9988605954319516
69,3.4632359999999995e+18,3.424675316609379e+18,3.856068339062006e+16,1.9988150815639578,0.0026000270270270273,1166666666666.67,1154061364020.9673,12605302645.702637,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453451172.9316,45546548827.06836,-24.37377157347891,18100000000000.0,17898469297199.164,201530702800.83594,1.9988378384205365
70,3.463237166666666e+18,3.424676471152049e+18,3.8560695514616456e+16,1.9987923248879957,0.002600027902902903,1166666666666.67,1154061364020.9673,12605302645.702637,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453452196.1426,45546547803.85742,-24.373793731377024,18100000000000.0,17898469301725.258,201530698274.7422,1.9988150815664276
71,3.463238416666666e+18,3.424677708127668e+18,3.856070853899716e+16,1.9987688462946298,0.0026000288413413415,1250000000000.0,1236494318593.8901,13505681406.109863,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453453219.3447,45546546780.65527,-24.373815889084643,18100000000000.0,17898469306251.316,201530693748.6836,1.998792324888922
72,3.4632397499999995e+18,3.4246790275362365e+18,3.8560722463762344e+16,1.9987446457903435,0.0026000298423423424,1333333333333.33,1318927273166.8127,14406060166.517334,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453454275.007,45546545724.993164,-24.37383874972113,18100000000000.0,17898469310920.953,201530689079.04688,1.998768846311611
73,3.463241083333333e+18,3.4246803469447987e+18,3.856073638853343e+16,1.9987204454598815,0.0026000308433433436,1333333333333.33,1318927273166.8127,14406060166.517334,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453455363.1284,45546544636.87158,-24.373862313275996,18100000000000.0,17898469315734.17,201530684265.82812,1.9987446458148888
74,3.4632424999999995e+18,3.4246817487863096e+18,3.856075121368918e+16,1.9986955232271442,0.002600031906906907,1416666666666.67,1401360227739.7454,15306438926.92456,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453456451.2417,45546543548.7583,-24.373885876651016,18100000000000.0,17898469320547.36,201530679452.64062,1.9987204454751646
75,3.463243916666666e+18,3.4246831506278144e+18,3.856076603885101e+16,1.9986706011742517,0.0026000329704704704,1416666666666.67,1401360227739.7454,15306438926.92456,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453457571.8135,45546542428.18652,-24.37391014292326,18100000000000.0,17898469325504.12,201530674495.8789,1.9986955232553945
76,3.463245416666666e+18,3.424684634902268e+18,3.856078176439767e+16,1.9986449572271112,0.002600034096596597,1500000000000.0,1483793182312.6682,16206817687.331787,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453458692.378,45546541307.62207,-24.373934409036654,18100000000000.0,17898469330460.85,201530669539.14844,1.998670601192622
77,3.463246916666666e+18,3.424686119176715e+18,3.856079748995059e+16,1.9986193134667625,0.0026000352227227227,1500000000000.0,1483793182312.6682,16206817687.331787,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453459845.4004,45546540154.59961,-24.373959378036776,18100000000000.0,17898469335561.16,201530664438.83984,1.9986449572300444
78,3.463248416666666e+18,3.4246876034511555e+18,3.856081321550976e+16,1.9985936698927422,0.0026000363488488487,1500000000000.0,1483793182312.6682,16206817687.331787,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453460998.4136,45546539001.586426,-24.373984346836064,18100000000000.0,17898469340661.426,201530659338.57422,1.9986193134835892
79,3.463250416666666e+18,3.424689582323317e+18,3.856083434334774e+16,1.998563694076548,0.0026000378503503504,2000000000000.0,1978390909750.224,21609090249.77588,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453462151.4194,45546537848.58057,-24.374009315476652,18100000000000.0,17898469345761.656,201530654238.34375,1.998593669913737
80,3.4632523333333325e+18,3.4246914787625175e+18,3.856085457081428e+16,1.998534440557362,0.0026000392892892893,1916666666666.67,1895957955177.3015,20708711489.36841,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453463499.215,45546536500.78516,-24.374038502335296,18100000000000.0,17898469351723.523,201530648276.47656,1.9985636941003218
81,3.463254249999999e+18,3.4246933752017106e+18,3.856087479828795e+16,1.9985051872580035,0.002600040728228228,1916666666666.67,1895957955177.3015,20708711489.36841,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453464814.5337,45546535185.46631,-24.37406698590568,18100000000000.0,17898469357541.734,201530642458.26562,1.9985344405795917
82,3.463256249999999e+18,3.424695354073851e+18,3.856089592614751e+16,1.9984752121104001,0.0026000422297297295,2000000000000.0,1978390909750.224,21609090249.77588,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453466129.8423,45546533870.157715,-24.374095469253923,18100000000000.0,17898469363359.902,201530636640.09766,1.9985051872749846
83,3.463258249999999e+18,3.424697332945984e+18,3.856091705401438e+16,1.9984452371895711,0.002600043731231231,2000000000000.0,1978390909750.224,21609090249.77588,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453467477.6074,45546532522.39258,-24.37412465545694,18100000000000.0,17898469369321.637,201530630678.36328,1.998475212129388
84,3.4632603333333325e+18,3.4246993942510643e+18,3.856093908226733e+16,1.9984145404297597,0.002600045295295295,2083333333333.33,2060823864323.1467,22509469010.18335,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154453468825.3623,45546531174.637695,-24.37415384143797,18100000000000.0,17898469375283.33,201530624716.67188,1.9984452371999142
